env_name,hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,sweep_timesteps,wandb_run_name
problem_0,440.9226072656777,0.9837081118065251,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,1,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_0,448.2250419439599,1.0000000054644864,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,2,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_0,448.2250419439599,1.0000000054644864,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,3,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_0,448.2250419439599,1.0000000054644864,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,4,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_0,448.2250419439599,1.0000000054644864,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,0,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_1a,167.19405077151663,0.7880912855508853,0.7692307692307693,0.9477202151026285,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,0,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1a,163.20389750063308,0.7692831700331086,0.6153846153846154,0.9507991604778818,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,1,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1a,147.81873010854284,0.6967631473857863,0.6153846153846154,0.9313999534125321,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,2,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1a,151.74374633479596,0.7152642308231575,0.7692307692307693,0.9506634669678146,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,3,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1a,138.24428390582162,0.6516327280824589,0.3076923076923077,0.9554687499999999,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,4,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1b,45.35551572129805,0.5637201865181487,0.6923076923076923,0.9866666666666667,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,4,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1b,47.11416746258392,0.5855783325859841,0.6923076923076923,0.9866666666666667,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,3,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1b,56.279831314396866,0.699497657588398,1.0,1.0,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,2,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1b,58.48779319771979,0.7269402445570936,0.7692307692307693,0.9852941176470587,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,1,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1b,47.11148388027801,0.5855449785496786,0.5384615384615384,0.9736024844720497,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,0,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1c,0.12587993237043976,0.06489844088971657,0.15384615384615385,1.0,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,1,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_1c,0.12587993237043976,0.06489844088971657,0.15384615384615385,0.7667717889908257,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,0,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_1c,0.6301771372612208,0.3248930383299289,0.15384615384615385,0.996875,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,3,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_1c,1.075102317626489,0.5542778971754878,0.38461538461538464,0.9851452894931155,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,4,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_1c,0.2782603174041813,0.1434594094622323,0.23076923076923078,0.9756540697674418,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,2,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_2a,186.79365330849535,0.9890609861486135,1.0,1.0,0,0.1420785964010699,0.0020414565608588,3.489707201132105e-05,20,2048,smooth_tchebycheff,0,0.0147092447394647,0.009680963995183,200000,misunderstood-sweep-44
problem_2a,187.55382577218236,0.993086052917534,1.0,1.0,0,0.1420785964010699,0.0020414565608588,3.489707201132105e-05,20,2048,smooth_tchebycheff,1,0.0147092447394647,0.009680963995183,200000,misunderstood-sweep-44
problem_2a,186.77115610648664,0.9889418648379575,1.0,1.0,0,0.1420785964010699,0.0020414565608588,3.489707201132105e-05,20,2048,smooth_tchebycheff,2,0.0147092447394647,0.009680963995183,200000,misunderstood-sweep-44
problem_2a,185.59674704338207,0.9827234405739504,1.0,1.0,0,0.1420785964010699,0.0020414565608588,3.489707201132105e-05,20,2048,smooth_tchebycheff,3,0.0147092447394647,0.009680963995183,200000,misunderstood-sweep-44
