problem,config,checkpoint,hypervolume,normalized_hv,percent_non_dominated,ordering_score,pref_grid_step,tau,learning_rate,gamma,batch_size,seed,timestamp
problem_0,problem_0.yml,,437.39318749045674,0.9758338980428312,1.0,1.0,0.05,0.05,0.0001,0.95,64,2,2026-04-24T18:05:50
problem_0,problem_0.yml,,444.7853982402496,0.9923260841066158,0.7142857142857143,1.0,0.05,0.05,0.0001,0.95,64,3,2026-04-24T18:05:53
problem_0,problem_0.yml,,444.7853982402496,0.9923260841066158,1.0,1.0,0.05,0.05,0.0001,0.95,64,1,2026-04-24T18:05:53
problem_0,problem_0.yml,,437.0794031102509,0.9751338381341753,0.5238095238095238,1.0,0.05,0.05,0.0001,0.95,64,0,2026-04-24T18:05:57
problem_0,problem_0.yml,,444.7853982402496,0.9923260841066158,0.6190476190476191,1.0,0.05,0.05,0.0001,0.95,64,4,2026-04-24T18:36:57
problem_1a,problem_1a.yml,,118.85564179327514,0.5602417975017763,0.19047619047619047,0.9736842105263157,0.05,0.005,0.001,0.99,256,0,2026-04-24T18:56:57
problem_1a,problem_1a.yml,,151.89599736295997,0.7159818861940187,0.6190476190476191,1.0,0.05,0.005,0.001,0.99,256,1,2026-04-24T18:57:02
problem_1a,problem_1a.yml,,151.54939578881235,0.7143481338034073,0.6666666666666666,0.96875,0.05,0.005,0.001,0.99,256,2,2026-04-24T18:57:04
problem_1a,problem_1a.yml,,138.90033200906305,0.6547250976415486,0.5714285714285714,0.9424342105263157,0.05,0.005,0.001,0.99,256,3,2026-04-24T19:28:08
problem_1a,problem_1a.yml,,124.2491491672267,0.5856648083107817,0.6190476190476191,0.875,0.05,0.005,0.001,0.99,256,4,2026-04-24T19:48:18
problem_1b,problem_1b.yml,,53.43155537190717,0.6640966568496616,1.0,1.0,0.05,0.001,0.0006,0.95,256,0,2026-04-24T19:48:31
problem_1b,problem_1b.yml,,48.66887482596324,0.6049016698014792,1.0,1.0,0.05,0.001,0.0006,0.95,256,1,2026-04-24T19:48:34
problem_1b,problem_1b.yml,,51.5653337295488,0.6409015328259596,0.9047619047619048,1.0,0.05,0.001,0.0006,0.95,256,2,2026-04-24T20:19:09
problem_1c,problem_1c.yml,,1.330796954534004,0.6861033833087858,0.38095238095238093,1.0,0.05,0.01,0.001,0.99,128,0,2026-04-24T20:24:07
problem_1b,problem_1b.yml,,56.9750930716229,0.7081390120351374,0.9523809523809523,1.0,0.05,0.001,0.0006,0.95,256,3,2026-04-24T20:39:04
problem_1b,problem_1b.yml,,48.658884439916115,0.6047775000682877,0.8095238095238095,0.9736842105263157,0.05,0.001,0.0006,0.95,256,4,2026-04-24T20:39:21
problem_1c,problem_1c.yml,,0.12587993237043976,0.06489844088971657,0.23809523809523808,0.875,0.05,0.01,0.001,0.99,128,1,2026-04-24T20:55:17
problem_1c,problem_1c.yml,,1.3146192057259753,0.6777628110271227,0.2857142857142857,1.0,0.05,0.01,0.001,0.99,128,2,2026-04-24T21:00:06
problem_1c,problem_1c.yml,,0.12587993237043976,0.06489844088971657,0.2857142857142857,1.0,0.05,0.01,0.001,0.99,128,3,2026-04-24T21:15:11
problem_1c,problem_1c.yml,,0.12587993237043976,0.06489844088971657,1.0,1.0,0.05,0.01,0.001,0.99,128,4,2026-04-24T21:15:28
problem_2a,problem_2a.yml,,34.91080548505295,0.1848505829224473,0.19047619047619047,1.0,0.05,0.01,0.0001,0.95,32,0,2026-04-24T21:26:09
problem_2a,problem_2a.yml,,114.80533071821615,0.6078872146033045,0.19047619047619047,1.0,0.05,0.01,0.0001,0.95,32,1,2026-04-24T21:31:13
problem_2a,problem_2a.yml,,34.79205691494647,0.18422181649611014,0.19047619047619047,1.0,0.05,0.01,0.0001,0.95,32,2,2026-04-24T21:46:35
problem_2a,problem_2a.yml,,20.084260047104028,0.10634493033575927,0.047619047619047616,1.0,0.05,0.01,0.0001,0.95,32,3,2026-04-24T21:46:52
problem_2a,problem_2a.yml,,20.084260047104028,0.10634493033575927,0.047619047619047616,1.0,0.05,0.01,0.0001,0.95,32,4,2026-04-24T21:57:11
problem_2b,problem_2b.yml,,163.49543072279096,0.5901298039028104,0.8571428571428571,1.0,0.05,0.005,0.0003,0.95,32,0,2026-04-24T22:02:24
problem_2b,problem_2b.yml,,154.33848010358167,0.5570781800783875,0.5714285714285714,0.9499999999999998,0.05,0.005,0.0003,0.95,32,1,2026-04-24T22:17:33
problem_2b,problem_2b.yml,,151.84205349589618,0.5480674344083812,1.0,1.0,0.05,0.005,0.0003,0.95,32,2,2026-04-24T22:17:57
problem_2b,problem_2b.yml,,153.37893433199883,0.5536147404243457,0.47619047619047616,0.9407894736842106,0.05,0.005,0.0003,0.95,32,3,2026-04-24T22:28:13
problem_2b,problem_2b.yml,,152.6172568958449,0.5508654981118994,0.3333333333333333,0.9499999999999998,0.05,0.005,0.0003,0.95,32,4,2026-04-24T22:33:24
problem_2c,problem_2c.yml,,83.1262583025129,0.25136076956720954,0.09523809523809523,0.96875,0.05,0.001,0.0006,0.95,256,1,2026-04-24T23:08:43
problem_2c,problem_2c.yml,,56.32082907167471,0.170305355097301,0.3333333333333333,0.9375,0.05,0.001,0.0006,0.95,256,0,2026-04-24T23:08:59
problem_2c,problem_2c.yml,,82.56676698305246,0.2496689555544345,0.47619047619047616,1.0,0.05,0.001,0.0006,0.95,256,2,2026-04-24T23:19:44
problem_2c,problem_2c.yml,,51.28964401839316,0.1550918404672354,0.8095238095238095,0.8289473684210528,0.05,0.001,0.0006,0.95,256,3,2026-04-24T23:24:27
problem_3a,problem_3a.yml,,31911.49346249353,0.6735280464976845,0.009787314135140222,0.8450526315789473,0.05,0.01,0.0001,0.95,32,0,2026-04-24T23:41:59
problem_3a,problem_3a.yml,,21177.877476757865,0.44698298005553366,0.022209674383587428,0.890874269005848,0.05,0.01,0.0001,0.95,32,1,2026-04-24T23:52:40
problem_3a,problem_3a.yml,,27439.47550936142,0.5791410658502333,0.037455298324863544,0.8761754385964912,0.05,0.01,0.0001,0.95,32,2,2026-04-24T23:57:22
problem_2c,problem_2c.yml,,56.952413663253736,0.17221516785957344,0.8571428571428571,0.96875,0.05,0.001,0.0006,0.95,256,4,2026-04-24T23:58:15
problem_3a,problem_3a.yml,,18943.861810925824,0.399831560802105,0.0024468285337850555,0.877953216374269,0.05,0.01,0.0001,0.95,32,3,2026-04-25T00:14:29
problem_3a,problem_3a.yml,,20183.576392138457,0.4259971346910306,0.00018821757952192734,0.8120087719298246,0.05,0.01,0.0001,0.95,32,4,2026-04-25T00:23:14
problem_3b,problem_3b.yml,,161.40548772082647,0.24940538081857402,0.0015998494259363825,0.8764649122807018,0.05,0.01,0.0003,0.95,256,0,2026-04-25T01:46:27
problem_3b,problem_3b.yml,,0.2636914981367858,0.00040745875149658515,0.0013175230566534915,0.7808333333333334,0.05,0.01,0.0003,0.95,256,1,2026-04-25T01:46:32
problem_3b,problem_3b.yml,,3.12422134758363,0.00482757820665519,0.0033879164313946925,0.81,0.05,0.01,0.0003,0.95,256,2,2026-04-25T02:03:25
problem_3b,problem_3b.yml,,0.5354543462887552,0.0008273894341070536,0.01355166572557877,0.6768128654970761,0.05,0.01,0.0003,0.95,256,3,2026-04-25T02:11:02
problem_4a,problem_4a.yml,,35.7948443312081,0.8779166214918099,0.003764351590438547,0.8041666666666666,0.05,0.001,0.0001,0.99,128,0,2026-04-25T02:59:12
problem_4a,problem_4a.yml,,27.011797755518693,0.6625006106052441,0.004423113118765293,0.5925438596491229,0.05,0.001,0.0001,0.99,128,1,2026-04-25T03:18:56
problem_4a,problem_4a.yml,,34.57056212059745,0.8478894563462772,0.0015057406361754188,0.8055263157894736,0.05,0.001,0.0001,0.99,128,2,2026-04-25T03:26:46
problem_3b,problem_3b.yml,,4.642808730704676,0.007174114684080773,0.01204592508940335,0.8394444444444444,0.05,0.01,0.0003,0.95,256,4,2026-04-25T03:28:27
problem_4a,problem_4a.yml,,26.291580714999725,0.6448363206001617,0.1183888575192923,0.815,0.05,0.001,0.0001,0.99,128,3,2026-04-25T04:15:11
problem_4a,problem_4a.yml,,18.100604263506902,0.4439416245239446,0.003105590062111801,0.7676608187134503,0.05,0.001,0.0001,0.99,128,4,2026-04-25T04:34:52
problem_4b,problem_4b.yml,,196250.97690807172,0.44178655052086785,0.2028985507246377,0.43411988304093563,0.05,0.01,0.0001,0.95,128,0,2026-04-25T04:52:00
problem_4b,problem_4b.yml,,110970.59884227469,0.24980929442571936,0.023903632599284772,0.5873684210526315,0.05,0.01,0.0001,0.95,128,1,2026-04-25T04:52:37
problem_4b,problem_4b.yml,,113932.9803624815,0.25647800167884033,0.016092603049124788,0.7340000000000001,0.05,0.01,0.0001,0.95,128,2,2026-04-25T05:34:24
problem_4b,problem_4b.yml,,387376.5947981944,0.8720352492746009,0.17080745341614906,0.8576842105263158,0.05,0.01,0.0001,0.95,128,3,2026-04-25T05:58:28
problem_5a,problem_5a.yml,,2375.6326848217805,0.5911896715878072,0.04329004329004329,0.9603070175438597,0.05,0.001,0.0003,0.95,128,0,2026-04-25T06:03:33
problem_4b,problem_4b.yml,,118451.46774215101,0.26664970622006834,0.05034820252211557,0.6076959064327486,0.05,0.01,0.0001,0.95,128,4,2026-04-25T06:12:29
problem_5a,problem_5a.yml,,2413.4108069219956,0.6005909716037252,0.030303030303030304,0.931842105263158,0.05,0.001,0.0003,0.95,128,1,2026-04-25T06:45:45
problem_5a,problem_5a.yml,,2396.3341396916103,0.5963413460802816,0.6190476190476191,0.8927290448343081,0.05,0.001,0.0003,0.95,128,2,2026-04-25T07:12:03
problem_5a,problem_5a.yml,,2351.1233134233703,0.5850903754632732,0.03463203463203463,0.6787719298245615,0.05,0.001,0.0003,0.95,128,3,2026-04-25T07:17:21
problem_5a,problem_5a.yml,,2417.3137887628195,0.6015622507780825,0.03896103896103896,0.7837719298245615,0.05,0.001,0.0003,0.95,128,4,2026-04-25T07:27:23
problem_5b,problem_5b.yml,,2402.477958333876,0.9591976194006843,0.12554112554112554,0.5941325536062378,0.05,0.001,0.0006,0.95,256,0,2026-04-25T07:37:17
problem_5b,problem_5b.yml,,2383.900268124039,0.9517804124450805,0.04329004329004329,0.8815789473684212,0.05,0.001,0.0006,0.95,256,1,2026-04-25T08:04:37
problem_5b,problem_5b.yml,,2399.400227838574,0.9579688248745952,0.23376623376623376,0.7416666666666667,0.05,0.001,0.0006,0.95,256,2,2026-04-25T08:10:03
problem_5b,problem_5b.yml,,2399.4012902881223,0.9579692490612454,0.05627705627705628,0.7763157894736843,0.05,0.001,0.0006,0.95,256,3,2026-04-25T08:20:14
problem_5b,problem_5b.yml,,2404.540563728636,0.9600211217256708,0.017316017316017316,0.895,0.05,0.001,0.0006,0.95,256,4,2026-04-25T08:30:15
problem_5c,problem_5c.yml,,50342.36114056188,0.8118530675430068,0.09090909090909091,0.8793859649122807,0.05,0.001,0.0006,0.95,256,0,2026-04-25T08:57:57
problem_5c,problem_5c.yml,,59180.72103191585,0.9543861038821265,0.025974025974025976,0.608869395711501,0.05,0.001,0.0006,0.95,256,1,2026-04-25T09:01:42
problem_5c,problem_5c.yml,,55753.49139493057,0.8991164099122313,0.047619047619047616,0.6640838206627679,0.05,0.001,0.0006,0.95,256,2,2026-04-25T09:13:18
problem_5c,problem_5c.yml,,48035.08882162192,0.7746445205589197,0.10822510822510822,0.7350389863547756,0.05,0.001,0.0006,0.95,256,3,2026-04-25T09:23:05
problem_5d,problem_5d.yml,,60236.51023711157,0.4119279888092459,0.061076604554865424,0.6357836257309942,0.05,0.05,0.0001,0.95,64,0,2026-04-25T09:38:08
problem_5c,problem_5c.yml,,59605.0672347145,0.9612293817625662,0.021645021645021644,0.8324122807017543,0.05,0.001,0.0006,0.95,256,4,2026-04-25T09:48:22
problem_5d,problem_5d.yml,,110113.3382982794,0.7530111855373872,0.010634293242988896,0.6464181286549707,0.05,0.05,0.0001,0.95,64,1,2026-04-25T09:49:16
problem_5d,problem_5d.yml,,101636.23331188258,0.6950404167424199,0.029267833615659704,0.5560409356725147,0.05,0.05,0.0001,0.95,64,2,2026-04-25T09:58:14
problem_5d,problem_5d.yml,,109946.77415146005,0.7518721349227858,0.04592508940335027,0.8037105263157894,0.05,0.05,0.0001,0.95,64,3,2026-04-25T10:13:01
problem_5d,problem_5d.yml,,113547.5640605235,0.7764961733925858,0.02051571616789008,0.6806900584795321,0.05,0.05,0.0001,0.95,64,4,2026-04-25T10:21:26
problem_5e,problem_5e.yml,,278809.27372355206,0.6140143058862089,0.2059100319969885,0.6182456140350877,0.05,0.005,0.0003,0.99,256,0,2026-04-25T10:44:53
problem_5e,problem_5e.yml,,284555.3030277787,0.6266686345881113,0.676171654432524,0.46197076023391814,0.05,0.005,0.0003,0.99,256,1,2026-04-25T10:54:10
problem_5e,problem_5e.yml,,277291.92463540554,0.6106726880314558,0.26792772444946356,0.6284444444444445,0.05,0.005,0.0003,0.99,256,2,2026-04-25T11:10:32
problem_5e,problem_5e.yml,,304007.59069370513,0.6695078943787864,0.37304724261246003,0.5945964912280701,0.05,0.005,0.0003,0.99,256,3,2026-04-25T11:15:15
problem_5e,problem_5e.yml,,291998.989746009,0.6430616694125569,0.23593073593073594,0.6722076023391813,0.05,0.005,0.0003,0.99,256,4,2026-04-25T11:27:07
