hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,total_timesteps,wandb_run_name
54322.237813061896,0.8760351005626827,0.4,0.7558601313407519,0,0.2168310544903685,0.00023414588048091824,problem_5c,7.600622986229186e-05,20,2048,smooth_tchebycheff,42,0.08860374123781273,0.010972494185423934,200000,glamorous-sweep-5
39619.56326012984,0.6389303806716846,0.1111111111111111,0.4999050777463558,0,0.2615497501028568,0.10771981627649808,problem_5c,2.6624448943028716e-05,20,2048,smooth_tchebycheff,42,0.04477287115306222,0.005211994607865909,200000,worldly-sweep-4
41804.19438887194,0.6741611374962823,0.17777777777777778,0.8111532880881094,0,0.16179926382457938,0.12882186674505688,problem_5c,9.976849606979e-05,20,2048,smooth_tchebycheff,42,0.04562523695318077,0.00641165702540072,200000,good-sweep-1
46420.46886587422,0.7486061279549274,0.4222222222222222,0.8804198825806576,0,0.2513412159861519,0.08183456056250299,problem_5c,8.781439917366887e-05,20,2048,smooth_tchebycheff,42,0.07886179046954189,0.020081298193944448,200000,genial-sweep-2
9544.831599998202,0.15392605030987386,0.15555555555555556,0.638852287618833,0,0.11095131522493568,0.18635583672895903,problem_5c,9.929609123190306e-05,20,2048,smooth_tchebycheff,42,0.03748858520791987,0.007327055536891145,200000,decent-sweep-3
56431.55667395425,0.9100513236567961,0.15555555555555556,0.7942792847837821,0,0.24823819595793467,0.16851586469105334,problem_5c,3.9405073070765e-05,20,2048,smooth_tchebycheff,42,0.086604980913103,0.0059753913110776775,200000,apricot-sweep-6
55862.58264150153,0.900875685026949,0.2,0.6078613748179869,0,0.224774223695038,0.039726140267178134,problem_5c,8.968625371721492e-05,20,2048,smooth_tchebycheff,42,0.018176878306992685,0.008476601417948277,200000,northern-sweep-8
54322.237813061896,0.8760351005626827,0.2,0.6502889323197525,0,0.23581964146419657,0.02607774538373824,problem_5c,9.039211148262735e-05,20,2048,smooth_tchebycheff,42,0.08962262198900084,0.01332417833369968,200000,bright-sweep-9
59139.79551870949,0.9537261129185605,0.2222222222222222,0.6794491471443888,0,0.19521778867903333,0.008643931205262368,problem_5c,6.0279401198738135e-05,20,2048,smooth_tchebycheff,42,0.08707825036941659,0.014777332551031376,200000,fanciful-sweep-7
24651.17670373767,0.39754061931253243,0.2,0.6297165590949158,0,0.10716701851659556,0.16092340112940068,problem_5c,6.55971284365157e-05,20,2048,smooth_tchebycheff,42,0.03943150161952389,0.0094218124325513,200000,major-sweep-10
39287.55217353385,0.6335761578461273,0.08888888888888889,0.5164028673553338,0,0.2140983085260998,0.16257140154133995,problem_5c,4.2084242324825854e-05,20,2048,smooth_tchebycheff,42,0.09006036625189767,0.006704958255389674,200000,polished-sweep-12
41944.66152303647,0.6764264002129443,0.4888888888888889,0.7628957275529484,0,0.22967630629788752,0.012225625090355609,problem_5c,9.592250136709646e-05,20,2048,smooth_tchebycheff,42,0.04882555570784669,0.0069839661033062285,200000,graceful-sweep-13
56804.81273421526,0.9160706892693034,0.13333333333333333,0.7325886695990955,0,0.1631230950361479,0.007057772360048876,problem_5c,2.214445980284813e-05,20,2048,smooth_tchebycheff,42,0.028302189809063617,0.011585587868987527,200000,misty-sweep-11
55733.66237887331,0.8987966345352382,0.3111111111111111,0.7381185103691394,0,0.1698213988079344,0.04685717051501903,problem_5c,6.453301622482095e-05,20,2048,smooth_tchebycheff,42,0.0922874395791689,0.013311350311285783,200000,rose-sweep-14
58858.74895085851,0.9491937764714244,0.13333333333333333,0.7808172919158521,0,0.20688317799092576,0.01516514200246546,problem_5c,2.698594486230475e-05,20,2048,smooth_tchebycheff,42,0.0983297720366412,0.025515349533668068,200000,rosy-sweep-15
54322.237813061896,0.8760351005626827,0.15555555555555556,0.6554926554056687,0,0.22380619805997257,0.0029325258823981407,problem_5c,6.054725475359666e-05,20,2048,smooth_tchebycheff,42,0.09887376598493897,0.012959722130265855,200000,drawn-sweep-16
53871.48477490378,0.8687659691901746,0.15555555555555556,0.9768702233980011,0,0.2150639270528968,0.004544038102952719,problem_5c,5.222301985323149e-05,20,2048,smooth_tchebycheff,42,0.0754587099935221,0.01086806516299698,200000,icy-sweep-18
60716.938803193756,0.9791601327868051,0.13333333333333333,0.6071552019962869,0,0.21328028599785895,0.005332023149702692,problem_5c,6.612703691595257e-05,20,2048,smooth_tchebycheff,42,0.08700379762570648,0.01941979116688863,200000,ancient-sweep-17
37342.80317387125,0.6022138934388435,0.26666666666666666,0.605264753576212,0,0.2971462782097218,0.1800516605276652,problem_5c,3.896784414176988e-05,20,2048,smooth_tchebycheff,42,0.09544949264794472,0.007575004932224742,200000,vocal-sweep-19
55099.054643098985,0.888562544887826,0.1111111111111111,0.6274992634455199,0,0.13764218038327747,0.015443429506171969,problem_5c,3.579194457373462e-05,20,2048,smooth_tchebycheff,42,0.07360207789146107,0.022926041673161045,200000,breezy-sweep-20
42861.72544539892,0.6912155587195187,0.24444444444444444,0.8274262128580671,0,0.2058457370062904,0.003021024635722447,problem_5c,4.737142890493103e-05,20,2048,smooth_tchebycheff,42,0.09979514162786925,0.01900966390629146,200000,absurd-sweep-21
54342.09168956169,0.8763552768550495,0.1111111111111111,0.7508492635618305,0,0.22265736877078157,0.0016949882640595827,problem_5c,1.5117625208436232e-05,20,2048,smooth_tchebycheff,42,0.06956225718616686,0.017906681573910132,200000,logical-sweep-22
44769.31284147594,0.7219785313736499,0.06666666666666667,0.5541998573409549,0,0.1521764380290883,0.0014091215276925253,problem_5c,7.876834324680247e-05,20,2048,smooth_tchebycheff,42,0.09572861209273575,0.02824134290169109,200000,rare-sweep-23
53100.590422810514,0.8563340345268193,0.06666666666666667,0.4393517462596964,0,0.1965177963959376,0.022734360755736673,problem_5c,6.373022893203899e-05,20,2048,smooth_tchebycheff,42,0.09046756139231144,0.01750861829852358,200000,robust-sweep-24
59457.74743787114,0.9588536086310051,0.35555555555555557,0.6708851751796503,0,0.2238167285894113,0.03908896382332765,problem_5c,4.153181737402651e-05,20,2048,smooth_tchebycheff,42,0.09776006410483629,0.02350847067576307,200000,stellar-sweep-25
55636.070833118065,0.8972228109403051,0.3111111111111111,0.7496786115954269,0,0.1919698762953333,0.010166565266673722,problem_5c,7.811868323645019e-05,20,2048,smooth_tchebycheff,42,0.07803663529230616,0.016921061230806993,200000,ethereal-sweep-26
56812.70637542973,0.9161979871689024,0.24444444444444444,0.6367946154148464,0,0.19479885364660904,0.02052793213085269,problem_5c,5.6431398028332e-05,20,2048,smooth_tchebycheff,42,0.06652868556952692,0.016675398264722703,200000,clear-sweep-27
54306.73509730678,0.8757850938674088,0.044444444444444446,0.7329352487660337,0,0.2112800652285216,0.014267840318770198,problem_5c,2.428832614257388e-05,20,2048,smooth_tchebycheff,42,0.0740379920717602,0.025706033756870465,200000,morning-sweep-28
56260.66202250354,0.9072953673634556,0.4444444444444444,0.787978818039647,0,0.16518997030011934,0.043759089518286734,problem_5c,4.215024379002317e-05,20,2048,smooth_tchebycheff,42,0.03685240740238082,0.011756318365100158,200000,decent-sweep-29
44663.31955772611,0.7202692159859391,0.044444444444444446,0.7077819923443041,0,0.19077475256579113,0.04379630362940133,problem_5c,4.27050928699346e-05,20,2048,smooth_tchebycheff,42,0.0937148629426624,0.02540583356570048,200000,mild-sweep-30
54322.237813061896,0.8760351005626827,0.044444444444444446,0.6900924712392603,0,0.21306370311603776,0.04024565316323032,problem_5c,2.747542935242827e-05,20,2048,smooth_tchebycheff,42,0.09632057051571769,0.027584422531306045,200000,wise-sweep-31
58599.76253298038,0.9450171960917464,0.6888888888888889,0.6582751092579444,0,0.23154867100639603,0.0017638611107419378,problem_5c,6.910091269643678e-05,20,2048,smooth_tchebycheff,42,0.08991827917363601,0.017878072944924408,200000,sweet-sweep-33
57518.75996497378,0.9275842582840099,0.08888888888888889,0.828797012716141,0,0.21234330402012455,0.0072786827963992945,problem_5c,5.5146135180608735e-05,20,2048,smooth_tchebycheff,42,0.07232222196876913,0.022612785164568217,200000,glowing-sweep-32
60530.987896499995,0.976161369705546,0.4444444444444444,0.8527347087064316,0,0.25727140304140356,0.008063568184503244,problem_5c,6.267899696431798e-05,20,2048,smooth_tchebycheff,42,0.08206497308540585,0.0202113428411131,200000,expert-sweep-34
55926.59964839821,0.9019080641654419,0.13333333333333333,0.590545208642793,0,0.27712546772490176,0.03436004140864792,problem_5c,4.375680691889724e-05,20,2048,smooth_tchebycheff,42,0.09751323850765502,0.02598776486617473,200000,expert-sweep-35
55531.6278454902,0.8955384966179735,0.08888888888888889,0.9282833106922511,0,0.1447687731139038,0.029226434089975183,problem_5c,2.050455813587162e-05,20,2048,smooth_tchebycheff,42,0.05687313138273388,0.017461166582370447,200000,playful-sweep-36
54306.73509730678,0.8757850938674088,0.044444444444444446,0.962962962962963,0,0.2613240409437069,0.02655754078161068,problem_5c,1.5762620979956024e-05,20,2048,smooth_tchebycheff,42,0.08594569354646213,0.01933996553997979,200000,cool-sweep-37
24819.696974373433,0.4002582848244225,0.15555555555555556,0.6141375679398415,0,0.274288919019536,0.15155400518362885,problem_5c,4.536819003961959e-05,20,2048,smooth_tchebycheff,42,0.08052978767908503,0.026231512184833033,200000,twilight-sweep-38
46147.770586622,0.7442084213414758,0.044444444444444446,0.5720509922887315,0,0.1477859011473195,0.1927507886864213,problem_5c,5.595429104993025e-05,20,2048,smooth_tchebycheff,42,0.07012241869439188,0.0249358833120677,200000,fanciful-sweep-39
45101.562952642395,0.7273366088620865,0.15555555555555556,0.5477921620106432,0,0.09350987107440356,0.006308680761237207,problem_5c,7.831025224747927e-05,20,2048,smooth_tchebycheff,42,0.07935261176520779,0.008884420999205665,200000,clean-sweep-40
54489.467847134765,0.8787319588957336,0.2,0.6793322381152627,0,0.23646698165271335,0.020260203390840205,problem_5c,3.9003380760582046e-05,20,2048,smooth_tchebycheff,42,0.013781999774669451,0.007308522545584451,200000,splendid-sweep-42
47837.21882300584,0.7714535425890414,0.4,0.8487165310336411,0,0.252651883926581,0.11056900880787172,problem_5c,2.9363087146821897e-05,20,2048,smooth_tchebycheff,42,0.07869828500662962,0.009526975835139811,200000,firm-sweep-41
17680.928107562027,0.2851339388125368,0.1111111111111111,0.4590642794366319,0,0.2289031283672431,0.19426863894701135,problem_5c,5.933408268771793e-05,20,2048,smooth_tchebycheff,42,0.050591562919822725,0.01892976367699219,200000,honest-sweep-43
25848.280647834184,0.4168458820607178,0.06666666666666667,0.556783826460723,0,0.17449306164175948,0.13959526682877346,problem_5c,7.492447943567138e-05,20,2048,smooth_tchebycheff,42,0.031149160824614844,0.024712130744804463,200000,vibrant-sweep-44
53765.79880189566,0.8670616096917525,0.3111111111111111,0.5616694275388558,0,0.1983842263664544,0.09216847641305052,problem_5c,6.985527211119531e-05,20,2048,smooth_tchebycheff,42,0.056262164269512686,0.007651358248705376,200000,electric-sweep-46
23174.232849800006,0.373722479454925,0.1111111111111111,0.5025528306627488,0,0.24421699307117956,0.16264562990007791,problem_5c,5.662549754680724e-05,20,2048,smooth_tchebycheff,42,0.05180249184827791,0.008444508933259263,200000,silvery-sweep-47
48824.53561917606,0.7873756438065327,0.1111111111111111,0.6391417695148434,0,0.06651995012870067,0.02558102789844845,problem_5c,5.842663524545689e-05,20,2048,smooth_tchebycheff,42,0.04241548331431832,0.023471005437388556,200000,distinctive-sweep-45
54306.73509730678,0.8757850938674088,0.3111111111111111,0.8211565349544073,0,0.2835757809764669,0.030184011693318993,problem_5c,5.492094545980596e-05,20,2048,smooth_tchebycheff,42,0.0915918083817095,0.016105965904013152,200000,daily-sweep-49
