hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,sweep_timesteps,wandb_run_name
144.18304254747147,0.6796258529028523,1.0,0.9010723990683228,0,0.23619145893190596,0.12140875157625386,problem_1a,7.275982680560301e-05,20,2048,smooth_tchebycheff,42,0.04947027315114122,0.01679945363203166,200000,rural-sweep-4
137.0912600515934,0.6461977975490073,0.6666666666666666,1.0,0,0.2139822653015068,0.031001726309267855,problem_1a,9.485314772536808e-05,20,2048,smooth_tchebycheff,42,0.06454987143208765,0.026381974069711277,200000,comic-sweep-2
150.22999487749865,0.7081289629922688,0.7777777777777778,1.0,0,0.08205447168210121,0.13951546702769077,problem_1a,6.0517687747627054e-05,20,2048,smooth_tchebycheff,42,0.050156571492550185,0.0184321864633347,200000,dazzling-sweep-1
150.3713412246866,0.7087952177061732,1.0,1.0,0,0.13609474512926806,0.026358219877973977,problem_1a,4.8178441939214165e-05,20,2048,smooth_tchebycheff,42,0.06160675925521627,0.02973171419205627,200000,ethereal-sweep-5
125.22649250934677,0.5902716455000343,0.8888888888888888,0.9716312056737589,0,0.1157896440723568,0.0719216036745689,problem_1a,1.0939758987479252e-05,20,2048,smooth_tchebycheff,42,0.0822607565595321,0.015839646496294442,200000,glad-sweep-3
145.8278065634697,0.6873786657679898,0.6666666666666666,1.0,0,0.25656279016781736,0.11065775178682324,problem_1a,6.488580961569179e-05,20,2048,smooth_tchebycheff,42,0.05596983518702112,0.015369945515094196,200000,rural-sweep-7
137.0912600515934,0.6461977975490073,1.0,1.0,0,0.14183366877094122,0.11314889379141144,problem_1a,1.9692918487222267e-05,20,2048,smooth_tchebycheff,42,0.09511336158305536,0.017929518507286125,200000,polar-sweep-6
179.3586782892197,0.8454308672790379,0.5555555555555556,0.9637386425409646,0,0.0781492305117273,0.18738004250949417,problem_1a,6.352022698792539e-05,20,2048,smooth_tchebycheff,42,0.056536488713473824,0.01865106673010249,200000,fine-sweep-8
128.43503282810985,0.6053955249256928,1.0,0.9966887417218544,0,0.13964126546485722,0.037171534242965064,problem_1a,3.398447114907124e-05,20,2048,smooth_tchebycheff,42,0.06053339088941784,0.029069694753611357,200000,colorful-sweep-9
122.86839502822566,0.579156440941167,0.4444444444444444,0.9526991614255769,0,0.09804980729300627,0.12958565926607937,problem_1a,6.273804413481254e-05,20,2048,smooth_tchebycheff,42,0.05032964884988192,0.015319084361233862,200000,faithful-sweep-10
186.86602647848258,0.8808177465265514,0.7777777777777778,0.9019817073170732,0,0.29154668078737866,0.1937635157411232,problem_1a,6.060226991897616e-05,20,2048,smooth_tchebycheff,42,0.007910177733609991,0.005701510913954537,200000,jolly-sweep-15
174.52136159494552,0.8226295348475567,0.7777777777777778,0.9331757563694266,0,0.06314466737772832,0.09118819755273087,problem_1a,6.972007306256509e-05,20,2048,smooth_tchebycheff,42,0.0369795899331299,0.023056910312019605,200000,copper-sweep-11
164.99487512862956,0.7777251801089904,0.5555555555555556,0.8927469135802468,0,0.08453045095201907,0.14744466609682855,problem_1a,6.623446048213382e-05,20,2048,smooth_tchebycheff,42,0.031451434542783555,0.019108701626635933,200000,easy-sweep-12
140.67744355420092,0.6631017481007744,0.4444444444444444,0.942537269974377,0,0.06314069538537546,0.1830169102570446,problem_1a,5.979510668132189e-05,20,2048,smooth_tchebycheff,42,0.056357904901990136,0.019746680903771578,200000,super-sweep-13
151.11046126326525,0.7122791578266018,0.6666666666666666,0.9837866780895264,0,0.13808140498267268,0.1533500010865831,problem_1a,5.554970860467169e-05,20,2048,smooth_tchebycheff,42,0.01852788417762753,0.02229664073931996,200000,bumbling-sweep-14
144.1534372279866,0.6794863043113544,1.0,1.0,0,0.25443882121132416,0.08143876714621973,problem_1a,4.064629192108564e-05,20,2048,smooth_tchebycheff,42,0.02249011751425849,0.006898097825545364,200000,dainty-sweep-16
157.53160843196378,0.7425460848107833,0.8888888888888888,0.877741745283019,0,0.24881459722827864,0.18275477196510115,problem_1a,5.3762626171625935e-05,20,2048,smooth_tchebycheff,42,0.004432054221089366,0.006407396713898559,200000,glowing-sweep-18
158.8985292061244,0.7489892467844508,0.8888888888888888,0.9937878612493731,0,0.1360936326197083,0.05290263753476476,problem_1a,6.743159493103999e-05,20,2048,smooth_tchebycheff,42,0.047675659332034694,0.029999027561461115,200000,chocolate-sweep-17
163.72447792162305,0.7717369947434822,0.7777777777777778,0.9593553459119498,0,0.13296485249874207,0.07971212465205002,problem_1a,6.613370269108032e-05,20,2048,smooth_tchebycheff,42,0.00031189350431977126,0.0175603483264794,200000,whole-sweep-19
165.3400794492072,0.7793523463599805,0.8888888888888888,0.9968152866242036,0,0.23080970908426135,0.04927652769783482,problem_1a,5.769266081366742e-05,20,2048,smooth_tchebycheff,42,0.05950322849274952,0.019812348276675065,200000,sandy-sweep-20
163.83115064632418,0.7722398107489262,1.0,0.9968749999999996,0,0.1833936666836184,0.018337931427619854,problem_1a,1.954188850143548e-05,20,2048,smooth_tchebycheff,42,0.052594539789550955,0.025968360345857328,200000,easy-sweep-21
181.9284145457348,0.8575436592149859,0.5555555555555556,0.949235022343407,0,0.2078271005320641,0.1949386030681332,problem_1a,9.44787377523488e-05,20,2048,smooth_tchebycheff,42,0.03628475070290301,0.0116227500987076,200000,fresh-sweep-23
158.8447856740598,0.748735919533395,0.7777777777777778,0.9064417177914113,0,0.055831591318907456,0.12701146780964653,problem_1a,8.437958032110022e-05,20,2048,smooth_tchebycheff,42,0.08726789913569145,0.0171111776481663,200000,treasured-sweep-22
189.76156974619383,0.8944662729285896,0.8888888888888888,0.9649213897515528,0,0.2973031257198959,0.16292804278973863,problem_1a,3.0554514437246266e-05,20,2048,smooth_tchebycheff,42,0.07788382083759185,0.026316219994595047,200000,dashing-sweep-24
104.85117899894279,0.49422990870486244,0.3333333333333333,0.9567307692307695,0,0.07938893986364408,0.08112770588665791,problem_1a,4.946391017187985e-05,20,2048,smooth_tchebycheff,42,0.025574511192977004,0.00950031557218924,200000,efficient-sweep-25
155.0614004783358,0.730902432702533,1.0,1.0,0,0.21048726169323703,0.02341908079065491,problem_1a,7.26657181147351e-05,20,2048,smooth_tchebycheff,42,0.024180715919196016,0.005449161643421059,200000,fallen-sweep-26
155.1359885800846,0.7312540135914626,1.0,0.9745222929936304,0,0.18952236186296023,0.10360433960374632,problem_1a,1.8405880621782737e-05,20,2048,smooth_tchebycheff,42,0.022647159539739583,0.0060683962277278914,200000,charmed-sweep-28
165.39794847198252,0.779625119657488,0.8888888888888888,1.0,0,0.15753241515254535,0.03265016686024571,problem_1a,2.5376608996951754e-05,20,2048,smooth_tchebycheff,42,0.05095302309681356,0.026116180740361795,200000,ruby-sweep-27
136.5377650282961,0.6435888255045864,0.7777777777777778,0.9720464135021099,0,0.26786961072029486,0.13802298227467452,problem_1a,7.897686587354646e-05,20,2048,smooth_tchebycheff,42,0.04126135457931243,0.022628197035673155,200000,stoic-sweep-29
145.85731747983502,0.6875177693778899,1.0,1.0,0,0.27279788060827137,0.012018267858157183,problem_1a,1.629111185256486e-05,20,2048,smooth_tchebycheff,42,0.03752661443070824,0.028930583791575003,200000,kind-sweep-30
130.88586181244222,0.6169478316974653,0.8888888888888888,0.9742063492063494,0,0.19187623344508065,0.1086554467275532,problem_1a,1.4943473392953346e-05,20,2048,smooth_tchebycheff,42,0.08678611922561846,0.02941165229125036,200000,fragrant-sweep-31
143.22394281016324,0.6751050093593239,0.2222222222222222,0.8945791794478527,0,0.23199276349815712,0.16005533380942338,problem_1a,7.841900294874309e-05,20,2048,smooth_tchebycheff,42,0.01915857468852027,0.02141079014785267,200000,cosmic-sweep-32
141.8026883176516,0.6684057382134316,0.8888888888888888,1.0,0,0.1168424258354358,0.1876944267802706,problem_1a,4.2780503973024995e-05,20,2048,smooth_tchebycheff,42,0.02633808236718639,0.01075115885763784,200000,lilac-sweep-33
161.09190274820537,0.7593280032563191,0.7777777777777778,0.9285857371794872,0,0.05174642849701007,0.0926542947981489,problem_1a,7.182812078671054e-05,20,2048,smooth_tchebycheff,42,0.07459366310232059,0.007004554207567164,200000,gallant-sweep-34
141.23144402969598,0.6657131026610233,0.6666666666666666,1.0,0,0.06657064904090508,0.1766028089671421,problem_1a,8.871751341144401e-05,20,2048,smooth_tchebycheff,42,0.05698023322591886,0.02269649201666743,200000,devout-sweep-35
