hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,sweep_timesteps,wandb_run_name
423.2083195815176,0.9441871432677473,1.0,1.0,0,0.07508849393103433,0.12631937995061213,problem_0,5.693622874376424e-05,20,2048,smooth_tchebycheff,42,0.021247147067368743,0.021165023363302515,200000,ruby-sweep-4
423.2083195815176,0.9441871432677473,1.0,1.0,0,0.12156970529626876,0.07410769695059248,problem_0,1.250426690768965e-05,20,2048,smooth_tchebycheff,42,0.04150099525291443,0.015337738091202356,200000,celestial-sweep-1
433.24001122979394,0.9665680697317993,1.0,1.0,0,0.15613587717328553,0.058819923180354075,problem_0,1.690527735998856e-05,20,2048,smooth_tchebycheff,42,0.06328013240629236,0.016858924780991855,200000,gallant-sweep-2
423.2083195815176,0.9441871432677473,1.0,1.0,0,0.0701171906463696,0.19417320051551945,problem_0,6.0999085541154824e-05,20,2048,smooth_tchebycheff,42,0.021848082130521165,0.018734073867919136,200000,swift-sweep-5
426.33923086574333,0.9511722757533303,0.7777777777777778,0.9846055404998492,0,0.13813983320185003,0.18787590535824844,problem_0,4.2352993423126906e-05,20,2048,smooth_tchebycheff,42,0.0697161824972305,0.00681252506916639,200000,lively-sweep-3
432.82318016813616,0.9656381103923395,1.0,1.0,0,0.23228004537962832,0.07784950446586066,problem_0,6.814784735170135e-05,20,2048,smooth_tchebycheff,42,0.05888563537928857,0.01548092820340348,200000,volcanic-sweep-8
432.3058716644557,0.9644839836522009,1.0,1.0,0,0.16144143092855212,0.1979309288574217,problem_0,1.2282597208624716e-05,20,2048,smooth_tchebycheff,42,0.005989871015654203,0.00974328201551404,200000,fast-sweep-7
433.62017258739553,0.9674162181485638,1.0,1.0,0,0.128593200959347,0.0004404747033585288,problem_0,5.835795763616573e-05,20,2048,smooth_tchebycheff,42,0.0204358321724182,0.018466224930685372,200000,winter-sweep-9
436.14716968239765,0.9730540046895638,1.0,1.0,0,0.17836204904069974,0.06974968596992341,problem_0,1.1992465281916736e-05,20,2048,smooth_tchebycheff,42,0.00831754508216589,0.014848284391413636,200000,sunny-sweep-6
421.4740172109526,0.9403178762305456,1.0,1.0,0,0.09317257282291706,0.19004872172785592,problem_0,6.30449394423052e-05,20,2048,smooth_tchebycheff,42,0.03159655659137326,0.007884162884746174,200000,royal-sweep-10
436.14716968239765,0.9730540046895638,1.0,1.0,0,0.28205286185171013,0.03909536326346204,problem_0,6.8751629919165e-05,20,2048,smooth_tchebycheff,42,0.03556338306716438,0.012886834777724673,200000,jumping-sweep-13
432.61774990717663,0.9651797909258698,1.0,1.0,0,0.1853306139769667,0.028582029212344075,problem_0,7.45499566102222e-05,20,2048,smooth_tchebycheff,42,0.0979670510506111,0.01289892346769637,200000,magic-sweep-12
436.57031695325924,0.9739980556317841,1.0,0.996951219512195,0,0.10331346688402172,0.15600641351643474,problem_0,6.887834979733538e-05,20,2048,smooth_tchebycheff,42,0.057070575915138005,0.016020450075973934,200000,avid-sweep-11
425.93757655151177,0.950276176073838,1.0,1.0,0,0.14502451155234136,0.18943606688678688,problem_0,4.207935437579987e-05,20,2048,smooth_tchebycheff,42,0.05059067686921848,0.007954771691449411,200000,lemon-sweep-15
423.2083195815176,0.9441871432677473,1.0,1.0,0,0.12827210345194429,0.13514767333041192,problem_0,4.744427734109404e-05,20,2048,smooth_tchebycheff,42,0.08801639366478003,0.024640998050829123,200000,lunar-sweep-14
438.67416677739976,0.9786917912305639,1.0,1.0,0,0.2594251542353762,0.02372924244736163,problem_0,4.552994308172306e-05,20,2048,smooth_tchebycheff,42,0.03639946625050574,0.013583639361629271,200000,graceful-sweep-16
433.62017258739553,0.9674162181485638,1.0,1.0,0,0.23051409051232552,0.04961704831673728,problem_0,2.256756081668737e-05,20,2048,smooth_tchebycheff,42,0.0022992713282650626,0.01803044791103672,200000,desert-sweep-17
420.6813224865155,0.9385493567267472,1.0,1.0,0,0.2633026250331587,0.056825204676874935,problem_0,1.7767807026093096e-05,20,2048,smooth_tchebycheff,42,0.06939216272984171,0.014383997251518316,200000,volcanic-sweep-19
440.9207011281927,0.9837038591715381,1.0,1.0,0,0.246215115607556,0.08905089498176527,problem_0,2.28875601490128e-05,20,2048,smooth_tchebycheff,42,0.005445802627780882,0.013395361972560213,200000,curious-sweep-18
430.1805288836852,0.9597422967906932,1.0,1.0,0,0.21902209181969795,0.10519667010563656,problem_0,2.700653888815878e-05,20,2048,smooth_tchebycheff,42,0.059609724885930554,0.025167319617161395,200000,celestial-sweep-20
433.62017258739553,0.9674162181485638,1.0,1.0,0,0.28516509612179103,0.040233086615254314,problem_0,5.932394664312187e-05,20,2048,smooth_tchebycheff,42,0.03131820642397697,0.011982355416169412,200000,confused-sweep-21
438.67416677739976,0.9786917912305639,1.0,1.0,0,0.24693950196689313,0.005896418886604815,problem_0,4.284152696316517e-05,20,2048,smooth_tchebycheff,42,0.0410648744635753,0.01505925080779303,200000,noble-sweep-22
438.67416677739976,0.9786917912305639,1.0,1.0,0,0.2887806241967161,0.00027355430774391733,problem_0,6.141715454916777e-05,20,2048,smooth_tchebycheff,42,0.03666330209047797,0.01544103634943656,200000,effortless-sweep-23
436.14716968239765,0.9730540046895638,1.0,1.0,0,0.2701667670782946,0.08827274347862674,problem_0,2.2913299421493407e-05,20,2048,smooth_tchebycheff,42,0.013948742710096308,0.00952037659913987,200000,hearty-sweep-25
436.1471696823976,0.9730540046895637,1.0,1.0,0,0.23861107148264177,0.0820726902400272,problem_0,4.812092779009618e-05,20,2048,smooth_tchebycheff,42,0.010580218960715494,0.014101098397310368,200000,wobbly-sweep-24
436.1471696823976,0.9730540046895637,1.0,1.0,0,0.1966289689320192,0.11104549235069625,problem_0,2.8444341040231876e-05,20,2048,smooth_tchebycheff,42,0.002207000897847555,0.012725519269522916,200000,deep-sweep-26
