problem,trial,seed,search_steps,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_final,epsilon_decay,weight_batch,total_steps,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
1b,0,0,1000000,0.001,0.99,32,0.01,20000,0.8,0.05,200000,5,1000000,30.87763487435792,0.38377572857006814,0.7692307692307693,0.6300000000000001,2026-05-26T17:17:28
1b,2,0,500000,0.0001,0.95,32,0.01,5000,1.0,0.05,200000,5,500000,22.87148974378964,0.2842679718061869,0.9230769230769231,0.9666666666666666,2026-05-26T17:31:12
1b,3,0,500000,0.0003,0.95,128,0.05,20000,1.0,0.05,100000,7,500000,22.87148974378964,0.2842679718061869,0.8461538461538461,0.9568965517241381,2026-05-26T17:45:38
1b,4,0,500000,0.0003,0.99,32,0.05,10000,0.5,0.05,100000,3,500000,29.566200024790724,0.36747600655726637,0.8461538461538461,0.8887147335423198,2026-05-26T17:55:22
1b,5,0,500000,0.0006,0.99,32,0.05,5000,1.0,0.05,100000,3,500000,35.34229068702369,0.43926658932713014,0.6923076923076923,0.922441974501471,2026-05-26T18:07:38
1b,1,0,1000000,0.0003,0.95,128,0.001,10000,0.8,0.05,200000,7,1000000,43.92445497164586,0.545933643472979,0.8461538461538461,1.0,2026-05-26T18:14:41
1b,7,0,500000,0.0006,0.95,256,0.001,5000,1.0,0.05,100000,5,500000,28.996475659178525,0.36039494661253224,1.0,1.0,2026-05-26T18:49:44
1b,8,0,500000,0.0003,0.99,256,0.005,5000,1.0,0.05,100000,3,500000,51.82209810289255,0.644092837304162,1.0,0.9448275862068968,2026-05-26T18:59:30
1b,6,0,1000000,0.0001,0.99,128,0.001,5000,0.5,0.05,200000,7,1000000,28.999159241484435,0.36042830064883774,0.9230769230769231,0.9784482758620691,2026-05-26T19:01:12
1b,9,0,1000000,0.001,0.99,128,0.005,5000,1.0,0.05,100000,5,1000000,33.39762398456053,0.41509647773663644,0.9230769230769231,0.9042553191489361,2026-05-26T19:37:09
