hypervolume,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,target_kl,total_timesteps,wandb_run_name
15228.707650227701,0.9515151515151515,0.9763888888888889,0,0.297394846097875,0.0020585962852876396,problem_6c,6.793590341079895e-05,20,2048,pbi,2,0.007617369963640439,100000,trim-sweep-1
417359.9977349951,0.10505050505050505,0.9363168188056024,0,0.2791638936523453,0.02032713462124456,problem_6c,5.277999469745115e-05,10,2048,smooth_tchebycheff,2,0.010640859480584838,100000,swift-sweep-2
354959.54031109676,0.20202020202020202,0.9024196362690854,0,0.2217650951756084,0.09633419132055568,problem_6c,6.513609025142307e-05,10,4096,smooth_tchebycheff,5,0.008323977991975724,100000,vibrant-sweep-4
520857.92272809613,0.18383838383838383,0.9055922696728576,0,0.14558710293034527,0.1127127387413419,problem_6c,9.327115323374436e-05,20,2048,smooth_tchebycheff,10,0.020522876535661507,100000,golden-sweep-3
13550.95167795966,0.03838383838383838,0.7439468179455138,0,0.23374122107926049,0.13415878363540135,problem_6c,9.755754026044488e-05,10,4096,linear,1,0.021465520714360017,100000,magic-sweep-7
405102.5837285109,0.08686868686868687,0.8827144405004559,0,0.11933674276165064,0.033953576760827,problem_6c,9.784245554451918e-05,20,4096,tchebycheff,4,0.025608268447297463,100000,frosty-sweep-5
485470.4881485944,0.06868686868686869,0.8902233434563176,0,0.08863657264297121,0.001012421379878159,problem_6c,7.824135068759009e-05,20,4096,tchebycheff,2,0.029140663308930784,100000,dry-sweep-6
514426.31030875456,0.06666666666666667,0.9149540254070804,0,0.20642565159177825,0.16293613615828273,problem_6c,8.802086754152904e-05,20,4096,tchebycheff,8,0.015568054063973446,100000,fast-sweep-8
477009.46449328965,0.2222222222222222,0.9455491319985667,0,0.24499575272657617,0.03936743863749837,problem_6c,5.9184346123333765e-05,10,2048,smooth_tchebycheff,6,0.007521444072369583,100000,winter-sweep-9
494941.7289157229,0.03636363636363636,0.11157661157318978,0,0.1400834321480079,0.1294192893348551,problem_6c,9.856304321354076e-05,20,4096,pbi,9,0.02051853787896492,100000,pious-sweep-10
580160.0520578878,0.2383838383838384,0.9568557317991305,0,0.2617380862327525,0.17218336028881884,problem_6c,8.803216229757164e-05,20,4096,augmented_tchebycheff,7,0.017186189370956888,100000,valiant-sweep-12
414658.51746483333,0.10707070707070707,0.9252287358243692,0,0.09688104575087628,0.13071582341725546,problem_6c,9.613852335040542e-05,20,2048,smooth_tchebycheff,10,0.02007056039974514,100000,clear-sweep-11
710962.7408090802,0.15757575757575756,0.972865589532917,0,0.17028720954447574,0.07503758184716687,problem_6c,9.567037508291857e-05,20,2048,augmented_tchebycheff,8,0.02114424007201684,100000,silvery-sweep-13
598944.8891742709,0.23030303030303031,0.8790518604419172,0,0.28292547749072733,0.18255898400599305,problem_6c,6.629573899935359e-05,20,4096,smooth_tchebycheff,10,0.013487010635407394,100000,vocal-sweep-15
0.0008606841903970254,0.20404040404040405,0.6923186365603649,0,0.1605636507362958,0.15483451889389416,problem_6c,5.90659600768072e-05,10,4096,pbi,5,0.017653949531218148,100000,sandy-sweep-14
526303.5474718715,0.2585858585858586,0.8944160854662775,0,0.246972747016544,0.16115048151608166,problem_6c,8.296305749935026e-05,20,4096,augmented_tchebycheff,8,0.010957095913358555,100000,unique-sweep-17
685736.8114299008,0.09696969696969697,0.8742474412254135,0,0.20217937708163108,0.11251728872252514,problem_6c,8.884279116298487e-05,20,4096,smooth_tchebycheff,10,0.020839717932652865,100000,vague-sweep-16
541346.9467975483,0.15555555555555556,0.8854708186533901,0,0.28161158517391466,0.17234927410389878,problem_6c,9.38250191390412e-05,20,4096,augmented_tchebycheff,7,0.014870989757997194,100000,sleek-sweep-18
0.0007788526732661556,1.0,1.0,0,0.24138680076887725,0.003233476775661748,problem_6c,6.605525294571826e-05,20,2048,pbi,6,0.007404502651821397,100000,robust-sweep-19
675396.0211108662,0.17373737373737375,0.9352892612908978,0,0.23426909310561944,0.07271800945719907,problem_6c,9.628491803375186e-05,20,4096,tchebycheff,10,0.025935580199449516,100000,worthy-sweep-21
662059.1214564041,0.03232323232323232,0.9238455847212405,0,0.12621151034975203,0.03581009666237813,problem_6c,9.252528676022352e-05,20,2048,augmented_tchebycheff,8,0.018604773403944765,100000,rose-sweep-20
