hypervolume,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,target_kl,total_timesteps,wandb_run_name
765.434620821253,1.0,1.0,0,0.060677470677190995,0.19064338325668648,problem_6e,6.192005192157148e-05,10,2048,pbi,9,0.012616926193791051,100000,fragrant-sweep-3
686761.8355797887,0.24848484848484848,0.8687392244957088,0,0.2915825693974037,0.06564671946507324,problem_6e,7.092049432947409e-05,10,4096,augmented_tchebycheff,8,0.02187425634203923,100000,chocolate-sweep-2
765.434620821253,1.0,1.0,0,0.17007803000767702,0.1988645133082368,problem_6e,7.441312451852659e-05,20,2048,linear,7,0.015212143167857175,100000,fancy-sweep-4
133218.02208526607,0.08282828282828283,0.7040234359822248,0,0.05681634197901485,0.11778661574106589,problem_6e,6.66928390463298e-05,20,4096,tchebycheff,2,0.027301671813657037,100000,autumn-sweep-1
765.434620821253,1.0,1.0,0,0.09861364111063745,0.02375341667244282,problem_6e,9.067151798677138e-05,10,4096,linear,8,0.008969405555994094,100000,vivid-sweep-6
628264.8899880757,0.2101010101010101,0.7802608086414219,0,0.2070913609930899,0.10027472903688348,problem_6e,5.654024039506604e-05,20,2048,augmented_tchebycheff,9,0.014000449300866948,100000,atomic-sweep-5
670386.4764160966,0.13535353535353536,0.8722630259260282,0,0.2657570555608681,0.06424192571503239,problem_6e,8.091054069381533e-05,10,4096,smooth_tchebycheff,7,0.025502882001584033,100000,faithful-sweep-8
844206.3685683085,0.2808080808080808,0.5777365823366738,0,0.2794955771018214,0.12290188510999175,problem_6e,6.63272682677977e-05,20,4096,smooth_tchebycheff,8,0.021558597847543357,100000,ethereal-sweep-7
197026.13418250886,0.41818181818181815,0.799723214987507,0,0.2177350024519757,0.17474786500329034,problem_6e,7.975230439935123e-05,10,4096,tchebycheff,5,0.023878866541829184,100000,good-sweep-10
600234.0015842416,0.1696969696969697,0.8546832082261652,0,0.2797375133451023,0.05225291095652976,problem_6e,5.3973430589125424e-05,20,4096,augmented_tchebycheff,9,0.017372048093907848,100000,polished-sweep-11
314184.2061568765,0.20404040404040405,0.9341681828262678,0,0.19359598529732583,0.07683254659052366,problem_6e,6.035156936629679e-05,20,2048,augmented_tchebycheff,2,0.029917020875716058,100000,visionary-sweep-9
42914.10037851491,0.9919191919191919,0.8546141975308642,0,0.2990415622734231,0.05255674690477992,problem_6e,5.8157864830624885e-05,20,4096,pbi,7,0.0231224460660444,100000,comic-sweep-12
2556.6723413144796,0.9292929292929293,0.7903852743538908,0,0.2875910913549882,0.1536008549412013,problem_6e,5.287944398709157e-05,20,4096,pbi,10,0.015856767276029894,100000,fast-sweep-13
181551.25265949726,0.3595959595959596,0.37983409977672367,0,0.23478154935102463,0.09426220086172012,problem_6e,7.640782349220866e-05,20,4096,pbi,10,0.029567888511248076,100000,upbeat-sweep-14
53890.100747133765,0.050505050505050504,0.8436904761904762,0,0.2984300881618888,0.12516381574538094,problem_6e,5.508125155393298e-05,20,2048,pbi,8,0.024405180613204583,100000,skilled-sweep-15
758129.2462694902,0.18181818181818182,0.7244555081183297,0,0.20486731886823015,0.07883900530813544,problem_6e,6.474695046018333e-05,20,4096,smooth_tchebycheff,9,0.02149433374445896,100000,deep-sweep-16
300702.9650321097,0.10909090909090909,0.7409119933447846,0,0.2858381822935678,0.0940443134765532,problem_6e,8.761565143932976e-05,10,4096,smooth_tchebycheff,8,0.01982053637241186,100000,winter-sweep-17
230075.22568794992,0.9353535353535354,0.5387567400526897,0,0.23739815480595192,0.08948395065268895,problem_6e,7.353316727446194e-05,20,4096,pbi,7,0.021997640423806523,100000,glad-sweep-18
403433.9644111716,0.15151515151515152,0.8789292275179633,0,0.21223386816104903,0.08956653709079597,problem_6e,6.317106351075211e-05,20,4096,augmented_tchebycheff,10,0.014469509064611582,100000,rose-sweep-20
226622.40684074,0.13737373737373737,0.7108838023245874,0,0.2030245663968112,0.046628044509311045,problem_6e,8.065597719987864e-05,20,4096,smooth_tchebycheff,8,0.023620794799317984,100000,lucky-sweep-19
7437.873512656348,0.18585858585858586,0.6114573900372404,0,0.06058851183238041,0.183159978846678,problem_6e,8.580948405595705e-05,10,2048,pbi,9,0.017756675024443225,100000,robust-sweep-21
