hypervolume,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,target_kl,total_timesteps,wandb_run_name
1251.3586857563735,0.5777777777777777,0.9310974638749667,0,0.27756420143793953,0.03600906358824938,problem_5b,9.390492776978732e-05,20,2048,smooth_tchebycheff,1,0.012842188689233536,100000,different-sweep-2
882.1476922084581,0.2,0.5067080263692996,0,0.2638345289897471,0.14569731413003828,problem_5b,7.853782999437371e-05,20,2048,tchebycheff,5,0.01961057829786485,100000,dauntless-sweep-1
1202.4566293834905,0.35555555555555557,0.17242911218680457,0,0.1543562119707766,0.04781322055444451,problem_5b,7.377911093649807e-05,20,2048,pbi,6,0.02058036253795776,100000,avid-sweep-3
2396.7274541869288,0.2,0.5621033938854795,0,0.1601079063317859,0.08168565520859694,problem_5b,9.203232559829076e-05,20,2048,augmented_tchebycheff,3,0.028049787247836622,100000,stellar-sweep-4
595.4022220903892,0.08888888888888889,0.7034940117304458,0,0.1294806346140336,0.1368805466086158,problem_5b,7.76789863430479e-05,20,2048,pbi,4,0.02839501997590464,100000,eager-sweep-5
10.634803774190537,1.0,1.0,0,0.2636383360492667,0.008391000006682648,problem_5b,8.637780324795489e-05,20,4096,pbi,6,0.008537542442428417,100000,expert-sweep-7
1593.6048188486513,0.24444444444444444,0.9836180216860139,0,0.24788069099313376,0.021643947210800676,problem_5b,8.969600584249235e-05,20,4096,tchebycheff,9,0.0099515810571328,100000,polished-sweep-8
125.13039750157608,0.35555555555555557,0.8322755593852017,0,0.14424576047266974,0.13831980996818038,problem_5b,6.53581466227608e-05,20,2048,tchebycheff,7,0.012964553683118132,100000,ruby-sweep-6
1670.2589578109512,0.2,0.897169388754684,0,0.20707135930007164,0.038071134425787335,problem_5b,9.87181114182308e-05,20,2048,augmented_tchebycheff,9,0.008217513663940985,100000,devoted-sweep-9
58.99796894169726,0.3111111111111111,0.4644829244085144,0,0.2646183846754227,0.04843421918070099,problem_5b,9.199336592535814e-05,20,4096,pbi,8,0.011731817140714003,100000,vital-sweep-10
167.14199007820483,0.15555555555555556,0.6797564074581742,0,0.2291940066690798,0.1814689863240589,problem_5b,7.886992149686188e-05,10,2048,tchebycheff,5,0.015272701381948956,100000,rural-sweep-12
246.9877197110008,0.1111111111111111,0.6463191586458662,0,0.18614633020027552,0.1058184944570406,problem_5b,8.933195967865892e-05,20,2048,tchebycheff,5,0.02731516096014603,100000,deft-sweep-11
1593.6048188486513,0.24444444444444444,0.9741002031380229,0,0.2675826455753659,0.00122983840315003,problem_5b,6.735344100213496e-05,10,2048,tchebycheff,10,0.006311801204951585,100000,misunderstood-sweep-13
941.6442934275734,0.2,0.7406070390066155,0,0.18833305148007615,0.08858313643579407,problem_5b,9.7599604901964e-05,20,4096,augmented_tchebycheff,1,0.022928290787854216,100000,fresh-sweep-14
2292.6141669335707,0.15555555555555556,0.828417203858682,0,0.18978952313839023,0.025939187353481753,problem_5b,8.366288505943656e-05,20,2048,augmented_tchebycheff,3,0.022335556084521164,100000,copper-sweep-15
1797.2797904884842,0.2,0.5952655122051208,0,0.1809741031486413,0.092025391827784,problem_5b,5.3748801994464126e-05,10,4096,tchebycheff,2,0.027084252537940914,100000,effortless-sweep-16
1238.7154276822644,0.3111111111111111,0.6388103486923252,0,0.09973850335983482,0.152683146086607,problem_5b,7.779832672041178e-05,10,4096,tchebycheff,8,0.029032060473652265,100000,lyric-sweep-17
87.92449748364933,0.6,0.6708013432907516,0,0.0724305020683144,0.18899655308623048,problem_5b,8.406055363927801e-05,10,2048,tchebycheff,8,0.025639683310100917,100000,firm-sweep-18
1593.6048188486513,0.08888888888888889,0.956977443900924,0,0.15373945913012693,0.0015108914594644809,problem_5b,6.998669298901467e-05,10,4096,tchebycheff,2,0.007600736483487548,100000,wild-sweep-20
716.7381838486775,0.2222222222222222,0.6701632677807523,0,0.15751112528158767,0.01416025765173954,problem_5b,8.207341193874292e-05,20,4096,augmented_tchebycheff,5,0.02280994536288002,100000,lunar-sweep-21
314.1578767444023,0.37777777777777777,0.7448656767514664,0,0.2499483527917335,0.14305483582724796,problem_5b,6.458008762747012e-05,20,4096,augmented_tchebycheff,6,0.023843762442182184,100000,fanciful-sweep-19
1870.3470193406865,0.3111111111111111,0.8713888228134758,0,0.17643301630208164,0.022045121794492185,problem_5b,8.677151830331685e-05,20,2048,augmented_tchebycheff,2,0.024100943306464503,100000,lucky-sweep-22
