hypervolume,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,target_kl,total_timesteps,wandb_run_name
532.8005182822203,0.4444444444444444,0.5623015873015873,0,0.29708844611173346,0.044812121341427695,problem_5c,6.355894680647367e-05,10,2048,linear,5,0.010506044274841534,100000,smooth-sweep-4
55430.9442927214,0.7777777777777778,0.7146765544533663,0,0.23959079741364575,0.028078150488270406,problem_5c,8.318549218212416e-05,10,2048,tchebycheff,3,0.016625524018091368,100000,rose-sweep-2
961.8334852707976,0.7333333333333333,0.5935211331069403,0,0.2357948837100447,0.1956098107824975,problem_5c,7.055984082935028e-05,20,2048,linear,3,0.020962628854446552,100000,rare-sweep-1
31533.530225446983,0.3333333333333333,0.5439641025063741,0,0.11242490392037972,0.05259199804887387,problem_5c,8.729346259517178e-05,20,4096,smooth_tchebycheff,1,0.010754619460434977,100000,fresh-sweep-3
36819.95806970626,0.3333333333333333,0.36326808036100433,0,0.14677513989845203,0.081428935556487,problem_5c,6.057205589856875e-05,20,2048,pbi,3,0.007954237071943355,100000,sleek-sweep-6
13915.969501905493,0.022222222222222223,0.6460618952129558,0,0.1046665573059243,0.08682829483124598,problem_5c,9.267944331007907e-05,20,4096,augmented_tchebycheff,7,0.015224845287439843,100000,worldly-sweep-5
15433.273035242371,0.37777777777777777,0.7419389767716885,0,0.07446235674116915,0.11787761373575788,problem_5c,7.431911171532883e-05,10,2048,smooth_tchebycheff,10,0.020681617518368233,100000,chocolate-sweep-8
19169.342731328004,0.08888888888888889,0.5440383750906583,0,0.10476920426543591,0.17583502046511695,problem_5c,8.914720467096414e-05,20,2048,smooth_tchebycheff,1,0.019174444328383132,100000,amber-sweep-7
7431.254889373977,0.022222222222222223,0.49011459754438075,0,0.2864377922712597,0.1708088483280225,problem_5c,8.900045125211466e-05,10,2048,pbi,10,0.014245872768054668,100000,amber-sweep-11
2381.980260193862,0.8444444444444444,0.8505487193178324,0,0.1187090608674853,0.1851563457570924,problem_5c,5.9515164831022694e-05,20,4096,linear,1,0.027828213218104605,100000,golden-sweep-10
18797.568396861345,0.15555555555555556,0.6465190978537003,0,0.1243281962097754,0.03234619755985153,problem_5c,7.446801235088741e-05,20,4096,tchebycheff,7,0.01816319827893216,100000,playful-sweep-9
10149.271699170517,0.3333333333333333,0.2038552205693758,0,0.11163002362443517,0.1387758553343675,problem_5c,6.698445648420487e-05,20,4096,pbi,5,0.01121795273531271,100000,fresh-sweep-12
37375.871380810946,0.13333333333333333,0.3470623802935212,0,0.18736874416441807,0.043314203615590664,problem_5c,7.775650836707899e-05,20,2048,pbi,8,0.028227566430623928,100000,dauntless-sweep-13
40206.36927936185,0.24444444444444444,0.6703187443034381,0,0.2208086743144839,0.16912912537495095,problem_5c,8.770710465724329e-05,10,2048,tchebycheff,2,0.016617806757696696,100000,cool-sweep-14
721.2111302205205,0.9111111111111111,0.7020899470899469,0,0.05095461345192649,0.09777309524314393,problem_5c,6.744185387058639e-05,20,2048,linear,6,0.01592064615956574,100000,easy-sweep-15
18915.450416400607,0.26666666666666666,0.6236631516859712,0,0.1331807887962529,0.19051382127024755,problem_5c,6.897653655626342e-05,10,4096,augmented_tchebycheff,2,0.02035070459327056,100000,effortless-sweep-16
34564.6217530687,0.13333333333333333,0.7979661070957849,0,0.2811624220204104,0.13175183577776017,problem_5c,9.407713528949476e-05,20,4096,augmented_tchebycheff,9,0.01658139762887113,100000,rose-sweep-18
6320.408146789714,1.0,1.0,0,0.0594551452993269,0.030477806055850976,problem_5c,7.03685503693511e-05,20,4096,pbi,8,0.0158914003669244,100000,laced-sweep-17
41338.87977845628,0.2222222222222222,0.6451389087265004,0,0.225135801663517,0.09796823108671776,problem_5c,8.793831564985182e-05,20,4096,augmented_tchebycheff,10,0.006383305949734859,100000,dandy-sweep-20
25755.021420830333,0.044444444444444446,0.2659750762805107,0,0.10287575359134714,0.06605619561170939,problem_5c,8.98183916251277e-05,20,2048,pbi,2,0.02749862935114673,100000,wobbly-sweep-19
43751.275642840956,0.17777777777777778,0.6768858787558827,0,0.18769897419402423,0.07213598406571596,problem_5c,6.328997059142724e-05,10,4096,augmented_tchebycheff,4,0.01805257122639819,100000,fresh-sweep-21
