hypervolume,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,target_kl,total_timesteps,wandb_run_name
188.3152425906781,0.21818181818181817,0.9653660300223876,0,0.2195065061683243,0.1186511232284486,problem_3b,9.325907374421226e-05,10,4096,augmented_tchebycheff,5,0.023668972595011103,100000,dainty-sweep-1
282.87082753288877,0.1191919191919192,0.921873698161098,0,0.24454970088989936,0.17982836808487013,problem_3b,6.0944712573427474e-05,10,4096,tchebycheff,5,0.028630273238491908,100000,decent-sweep-2
0.20464277522118002,0.044444444444444446,0.7828339823787777,0,0.1524653811508172,0.011631325200534628,problem_3b,5.773946739236942e-05,20,4096,tchebycheff,9,0.01482796422857155,100000,jolly-sweep-3
88.70775419532451,0.01818181818181818,0.5360720180147074,0,0.09910987679656535,0.1630999464569972,problem_3b,9.623841251023156e-05,20,4096,tchebycheff,8,0.02002814363748739,100000,daily-sweep-4
18.242051938129205,0.08080808080808081,0.7694265122949,0,0.2702294979508204,0.14578589151043042,problem_3b,7.286716642655971e-05,20,4096,tchebycheff,4,0.007873932908966133,100000,rare-sweep-5
173.4252036404631,0.07272727272727272,0.7687660618477662,0,0.1378640079775415,0.1960280281771828,problem_3b,6.475020859042918e-05,10,2048,smooth_tchebycheff,6,0.02108292256758863,100000,chocolate-sweep-6
12.155705932149166,0.05656565656565657,0.7714646753345076,0,0.14533683707381023,0.17141615369336122,problem_3b,5.7853957905333074e-05,10,4096,augmented_tchebycheff,7,0.028918765431735445,100000,helpful-sweep-7
71.53415097373025,0.08888888888888889,0.920210995100652,0,0.21617198278896477,0.15794057004676812,problem_3b,6.541760446102273e-05,20,4096,augmented_tchebycheff,4,0.02427800287727464,100000,fallen-sweep-8
131.29858854393422,0.06666666666666667,0.9663801987723764,0,0.224327436762019,0.18635475432247312,problem_3b,6.565545430788712e-05,10,4096,tchebycheff,5,0.025966400514916964,100000,worthy-sweep-9
17.44305414418347,0.00808080808080808,0.9319557823129252,0,0.16266359055640767,0.15620053896576036,problem_3b,7.361698925796035e-05,10,4096,linear,3,0.028857898256099457,100000,devoted-sweep-10
8.836079397071746,0.6121212121212121,0.9568333333333334,0,0.2508031739120514,0.1591223899105587,problem_3b,5.596558821921265e-05,10,2048,linear,5,0.012203599592971183,100000,twilight-sweep-11
176.48954371099344,0.05454545454545454,0.8207450988991023,0,0.1399506326160575,0.1755783199194965,problem_3b,6.040257102130861e-05,20,2048,smooth_tchebycheff,3,0.0060708933809734255,100000,skilled-sweep-12
44.158467607986616,0.04242424242424243,0.872675017050833,0,0.2314262378838403,0.13859651257297345,problem_3b,8.768707046715284e-05,10,4096,smooth_tchebycheff,7,0.02403260165989678,100000,ancient-sweep-13
19.699582674068388,0.0707070707070707,0.9335839604944214,0,0.18280523006292457,0.14456227768295013,problem_3b,5.4953437217265593e-05,10,2048,augmented_tchebycheff,3,0.025326060333736373,100000,sweet-sweep-14
33.72278125157413,0.12121212121212122,0.9262532412965185,0,0.28535900320485624,0.04205977206635019,problem_3b,8.69679864320694e-05,20,2048,augmented_tchebycheff,8,0.014048546670027725,100000,colorful-sweep-15
27.124376643124613,0.10505050505050505,0.9347456975998341,0,0.24073699788832909,0.10198460300477828,problem_3b,7.704781230580111e-05,20,2048,smooth_tchebycheff,3,0.009834612361339444,100000,lyric-sweep-16
0.0072453232274705326,0.8767676767676768,0.9917625280676076,0,0.2863311294810074,0.1626316111131775,problem_3b,9.063054161156805e-05,20,4096,linear,6,0.018397448683291694,100000,dandy-sweep-17
2.4074385767953173,0.07272727272727272,0.9177370933983433,0,0.07771105704354879,0.04662663462872499,problem_3b,5.322948522702831e-05,10,2048,augmented_tchebycheff,4,0.02574560183425486,100000,restful-sweep-18
8.383290633229645,0.05858585858585859,0.8171706053064345,0,0.14365030956773872,0.16416406819641072,problem_3b,8.49489153351874e-05,10,4096,smooth_tchebycheff,9,0.011909296872352051,100000,restful-sweep-19
79.85355936374488,0.10101010101010101,0.9386089402554026,0,0.19829601381579504,0.1557420728608583,problem_3b,8.926035647853049e-05,10,2048,smooth_tchebycheff,6,0.023703228972723457,100000,treasured-sweep-20
78.5204915410019,0.050505050505050504,0.7555458202845128,0,0.08190839725464673,0.1271050420994158,problem_3b,5.6330955522910854e-05,20,4096,tchebycheff,2,0.0125004727828306,100000,logical-sweep-21
