problem,trial,seed,scalarization,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_decay,hidden_size,total_steps,smoothness,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
0,4,0,smooth_tchebycheff,0.0003,0.99,32,0.05,50000,0.5,100000,128,500000,0.1,436.14315640842557,0.9730450509863604,0.7692307692307693,0.9732704402515724,2026-06-20T08:40:19
0,2,0,smooth_tchebycheff,0.0001,0.95,32,0.01,10000,1.0,200000,256,500000,0.001,444.383743926018,0.9914299844271236,0.8461538461538461,1.0,2026-06-20T08:49:01
0,5,0,smooth_tchebycheff,0.0006,0.99,32,0.05,10000,1.0,100000,128,500000,0.05,420.6794163490306,0.9385451040917606,0.8461538461538461,1.0,2026-06-20T09:06:40
0,1,0,smooth_tchebycheff,0.0003,0.95,128,0.001,50000,0.8,200000,256,500000,0.001,448.22504194395987,1.0000000054644864,1.0,1.0,2026-06-20T09:14:15
0,0,0,smooth_tchebycheff,0.001,0.99,32,0.01,100000,0.8,200000,256,1000000,0.05,440.9226072656777,0.9837081118065252,1.0,1.0,2026-06-20T09:42:49
0,3,0,smooth_tchebycheff,0.0003,0.95,128,0.05,100000,1.0,100000,128,1000000,0.05,440.92260726567764,0.9837081118065251,1.0,1.0,2026-06-20T10:00:08
0,8,0,smooth_tchebycheff,0.0003,0.99,256,0.005,10000,1.0,100000,128,500000,0.01,443.4476982231949,0.9893416457125385,0.9230769230769231,0.9969325153374233,2026-06-20T10:21:40
0,7,0,smooth_tchebycheff,0.0006,0.95,256,0.001,10000,1.0,100000,256,500000,0.01,440.92260726567764,0.9837081118065251,0.9230769230769231,1.0,2026-06-20T10:36:34
0,6,0,smooth_tchebycheff,0.0001,0.99,128,0.001,10000,0.5,200000,256,1000000,0.001,448.22313580647494,0.9999957528294996,0.9230769230769231,0.996951219512195,2026-06-20T10:46:22
0,13,0,smooth_tchebycheff,0.0006,0.99,64,0.005,100000,0.5,100000,128,500000,0.001,448.22122966899,0.9999915001945128,0.9230769230769231,1.0,2026-06-20T11:28:15
0,11,0,smooth_tchebycheff,0.001,0.99,256,0.005,10000,1.0,200000,128,500000,0.1,437.59861775141616,0.9762922175093006,1.0,1.0,2026-06-20T11:29:23
0,10,0,smooth_tchebycheff,0.0001,0.99,256,0.001,10000,0.8,200000,256,500000,0.001,444.38183778853306,0.9914257317921368,0.9230769230769231,1.0,2026-06-20T11:30:41
0,9,0,smooth_tchebycheff,0.001,0.99,128,0.005,10000,1.0,100000,256,1000000,0.001,436.1471696823976,0.9730540046895638,1.0,1.0,2026-06-20T11:40:58
0,15,0,smooth_tchebycheff,0.0003,0.95,32,0.005,10000,0.5,100000,128,1000000,0.01,427.9799448898278,0.9548327451147349,0.9230769230769231,1.0,2026-06-20T12:21:02
0,17,0,smooth_tchebycheff,0.001,0.99,128,0.01,10000,1.0,200000,128,500000,0.01,437.0753898362788,0.9751248844309718,0.6923076923076923,0.9929245283018868,2026-06-20T12:27:59
0,12,0,smooth_tchebycheff,0.001,0.99,128,0.005,50000,0.5,200000,256,1000000,0.1,433.6201725873955,0.9674162181485638,1.0,1.0,2026-06-20T12:43:26
0,14,0,smooth_tchebycheff,0.0001,0.95,128,0.01,50000,1.0,100000,256,1000000,0.1,448.22504194395987,1.0000000054644864,1.0,1.0,2026-06-20T13:33:50
0,19,0,smooth_tchebycheff,0.0001,0.95,64,0.05,50000,1.0,200000,128,1000000,0.001,440.92260726567764,0.9837081118065251,1.0,1.0,2026-06-20T13:46:11
0,18,0,smooth_tchebycheff,0.0003,0.95,256,0.01,10000,0.5,200000,256,500000,0.1,436.1471696823976,0.9730540046895638,1.0,1.0,2026-06-20T13:52:30
0,16,0,smooth_tchebycheff,0.0006,0.99,256,0.01,50000,0.5,200000,128,1000000,0.05,440.92260726567764,0.9837081118065251,1.0,1.0,2026-06-20T13:58:01
