problem,trial,seed,scalarization,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_decay,hidden_size,total_steps,smoothness,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
5c,2,0,smooth_tchebycheff,0.0001,0.95,32,0.01,10000,1.0,200000,256,500000,0.001,59134.02148428337,0.9536329971517438,0.3626373626373626,0.8187551511599056,2026-06-23T21:01:42
5c,4,0,smooth_tchebycheff,0.0003,0.99,32,0.05,50000,0.5,100000,128,500000,0.1,59503.88367023933,0.9595976309796668,0.27472527472527475,0.7531725086684987,2026-06-23T21:15:37
5c,1,0,smooth_tchebycheff,0.0003,0.95,128,0.001,50000,0.8,200000,256,500000,0.001,58581.245617521396,0.9447185804869905,0.13186813186813187,0.8143748150988518,2026-06-23T21:17:44
5c,0,0,smooth_tchebycheff,0.001,0.99,32,0.01,100000,0.8,200000,256,1000000,0.05,60051.42262235145,0.9684275938141542,0.2967032967032967,0.7914740800450312,2026-06-23T21:21:51
5c,5,0,smooth_tchebycheff,0.0006,0.99,32,0.05,10000,1.0,100000,128,500000,0.05,56998.5311354124,0.919194715927733,0.2087912087912088,0.636952411887565,2026-06-23T21:37:38
5c,3,0,smooth_tchebycheff,0.0003,0.95,128,0.05,100000,1.0,100000,128,1000000,0.05,56765.80052719896,0.9154415535033151,0.15384615384615385,0.81143713118084,2026-06-23T22:45:14
5c,8,0,smooth_tchebycheff,0.0003,0.99,256,0.005,10000,1.0,100000,128,500000,0.01,16709.638890573653,0.2694703085731495,0.0989010989010989,0.7386084487421135,2026-06-23T22:48:17
5c,7,0,smooth_tchebycheff,0.0006,0.95,256,0.001,10000,1.0,100000,256,500000,0.01,16247.109770616276,0.2620112685846018,0.1978021978021978,0.804180767115941,2026-06-23T23:20:32
5c,6,0,smooth_tchebycheff,0.0001,0.99,128,0.001,10000,0.5,200000,256,1000000,0.001,61259.27957131455,0.9879062663863618,0.3076923076923077,0.8358126764578832,2026-06-23T23:57:10
5c,11,0,smooth_tchebycheff,0.001,0.99,256,0.005,10000,1.0,200000,128,500000,0.1,41444.79058684964,0.6683651622470534,0.04395604395604396,0.5513609061522519,2026-06-24T00:09:17
5c,9,0,smooth_tchebycheff,0.001,0.99,128,0.005,10000,1.0,100000,256,1000000,0.001,49652.2178655501,0.8007233763213715,0.18681318681318682,0.7507329281432591,2026-06-24T00:22:42
5c,13,0,smooth_tchebycheff,0.0006,0.99,64,0.005,100000,0.5,100000,128,500000,0.001,61302.67364467934,0.9886060669276201,0.3626373626373626,0.9713247723449853,2026-06-24T00:43:52
5c,10,0,smooth_tchebycheff,0.0001,0.99,256,0.001,10000,0.8,200000,256,500000,0.001,38547.73090513948,0.621645327575721,0.23076923076923078,0.7941762975009616,2026-06-24T00:58:42
5c,15,0,smooth_tchebycheff,0.0003,0.95,32,0.005,10000,0.5,100000,128,1000000,0.01,59231.67195060167,0.955207770937307,0.23076923076923078,0.8160504739914675,2026-06-24T01:31:13
5c,17,0,smooth_tchebycheff,0.001,0.99,128,0.01,10000,1.0,200000,128,500000,0.01,57413.165593951686,0.9258813760177169,0.14285714285714285,0.6856516665384244,2026-06-24T01:56:33
5c,12,0,smooth_tchebycheff,0.001,0.99,128,0.005,50000,0.5,200000,256,1000000,0.1,61066.26314352783,0.9847935601994725,0.2087912087912088,0.6027126939571021,2026-06-24T02:15:59
5c,14,0,smooth_tchebycheff,0.0001,0.95,128,0.01,50000,1.0,100000,256,1000000,0.1,61018.71035093652,0.9840266934959482,0.6153846153846154,0.810250189266716,2026-06-24T02:59:25
5c,19,0,smooth_tchebycheff,0.0001,0.95,64,0.05,50000,1.0,200000,128,1000000,0.001,61253.22209734949,0.9878085796925183,0.2967032967032967,0.9453892269890635,2026-06-24T03:30:43
5c,18,0,smooth_tchebycheff,0.0003,0.95,256,0.01,10000,0.5,200000,256,500000,0.1,17211.428219061418,0.27756248375849063,0.08791208791208792,0.8108827128767545,2026-06-24T03:33:06
5c,16,0,smooth_tchebycheff,0.0006,0.99,256,0.01,50000,0.5,200000,128,1000000,0.05,61653.771341417305,0.9942680926182336,0.21978021978021978,0.558426837599016,2026-06-24T03:35:55
