problem,trial,seed,scalarization,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_decay,hidden_size,total_steps,smoothness,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
1a,0,0,smooth_tchebycheff,0.001,0.99,32,0.01,100000,0.8,200000,256,1000000,0.05,164.01882704710545,0.7731244483019779,0.8461538461538461,0.9318399662602562,2026-06-20T14:15:24
1a,2,0,smooth_tchebycheff,0.0001,0.95,32,0.01,10000,1.0,200000,256,500000,0.001,168.98621760857964,0.7965389011210877,0.9230769230769231,0.9500354777672662,2026-06-20T14:25:35
1a,4,0,smooth_tchebycheff,0.0003,0.99,32,0.05,50000,0.5,100000,128,500000,0.1,150.6117624619332,0.7099284750264014,0.7692307692307693,0.9480131172839507,2026-06-20T14:29:49
1a,1,0,smooth_tchebycheff,0.0003,0.95,128,0.001,50000,0.8,200000,256,500000,0.001,177.44280243804172,0.836400132898578,0.6923076923076923,0.8302019817073172,2026-06-20T14:38:15
1a,5,0,smooth_tchebycheff,0.0006,0.99,32,0.05,10000,1.0,100000,128,500000,0.05,150.95605753067838,0.7115513553985446,0.6923076923076923,0.9675455884695016,2026-06-20T14:42:21
1a,3,0,smooth_tchebycheff,0.0003,0.95,128,0.05,100000,1.0,100000,128,1000000,0.05,207.17958503834527,0.9765683931894092,0.8461538461538461,0.9906832298136644,2026-06-20T15:44:03
1a,8,0,smooth_tchebycheff,0.0003,0.99,256,0.005,10000,1.0,100000,128,500000,0.01,163.74702856744855,0.7718432901970385,0.8461538461538461,1.0,2026-06-20T15:46:29
1a,7,0,smooth_tchebycheff,0.0006,0.95,256,0.001,10000,1.0,100000,256,500000,0.01,189.93944912385254,0.8953047309165695,0.7692307692307693,1.0,2026-06-20T16:01:23
1a,6,0,smooth_tchebycheff,0.0001,0.99,128,0.001,10000,0.5,200000,256,1000000,0.001,179.37433972145772,0.8455046895125989,0.38461538461538464,0.7507575757575757,2026-06-20T16:24:39
1a,9,0,smooth_tchebycheff,0.001,0.99,128,0.005,10000,1.0,100000,256,1000000,0.001,169.55098330619688,0.7992009989805292,0.7692307692307693,0.9846625766871163,2026-06-20T16:40:13
1a,11,0,smooth_tchebycheff,0.001,0.99,256,0.005,10000,1.0,200000,128,500000,0.1,167.10053433204442,0.787650483437032,0.7692307692307693,0.9929245283018865,2026-06-20T16:55:18
1a,13,0,smooth_tchebycheff,0.0006,0.99,64,0.005,100000,0.5,100000,128,500000,0.001,170.1513831593604,0.8020310631481282,0.6923076923076923,0.9930555555555556,2026-06-20T17:07:13
1a,10,0,smooth_tchebycheff,0.0001,0.99,256,0.001,10000,0.8,200000,256,500000,0.001,148.62559412207003,0.7005664076976882,0.8461538461538461,0.8487877155172414,2026-06-20T17:15:10
1a,15,0,smooth_tchebycheff,0.0003,0.95,32,0.005,10000,0.5,100000,128,1000000,0.01,193.69535284143103,0.9130086801631658,0.7692307692307693,1.0,2026-06-20T17:47:56
1a,17,0,smooth_tchebycheff,0.001,0.99,128,0.01,10000,1.0,200000,128,500000,0.01,164.03011006206228,0.7731776322862236,0.7692307692307693,0.9844526397515528,2026-06-20T18:02:17
1a,12,0,smooth_tchebycheff,0.001,0.99,128,0.005,50000,0.5,200000,256,1000000,0.1,146.15101946899466,0.6889021725736831,0.8461538461538461,0.9644608857615891,2026-06-20T18:08:45
1a,14,0,smooth_tchebycheff,0.0001,0.95,128,0.01,50000,1.0,100000,256,1000000,0.1,170.23845770418532,0.8024415005390113,0.9230769230769231,0.9781249999999997,2026-06-20T18:45:39
1a,18,0,smooth_tchebycheff,0.0003,0.95,256,0.01,10000,0.5,200000,256,500000,0.1,163.58985387378465,0.7711024264772227,1.0,1.0,2026-06-20T19:19:21
1a,19,0,smooth_tchebycheff,0.0001,0.95,64,0.05,50000,1.0,200000,128,1000000,0.001,206.03199300083202,0.9711590662429157,0.9230769230769231,1.0,2026-06-20T19:21:19
1a,16,0,smooth_tchebycheff,0.0006,0.99,256,0.01,50000,0.5,200000,128,1000000,0.05,169.47408081815132,0.7988385089254931,0.9230769230769231,1.0,2026-06-20T19:34:22
