problem,trial,seed,scalarization,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_decay,hidden_size,total_steps,smoothness,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
2a,0,0,smooth_tchebycheff,0.001,0.99,32,0.01,100000,0.8,200000,256,1000000,0.05,155.61346261714408,0.8239637807175599,0.8461538461538461,0.9938837348496186,2026-06-21T06:46:51
2a,2,0,smooth_tchebycheff,0.0001,0.95,32,0.01,10000,1.0,200000,256,500000,0.001,163.75235398887352,0.8670587134612575,0.7692307692307693,0.9969325153374233,2026-06-21T07:01:20
2a,4,0,smooth_tchebycheff,0.0003,0.99,32,0.05,50000,0.5,100000,128,500000,0.1,134.46047413601255,0.7119599985944833,0.38461538461538464,0.9181146597305135,2026-06-21T07:05:08
2a,1,0,smooth_tchebycheff,0.0003,0.95,128,0.001,50000,0.8,200000,256,500000,0.001,170.83065931582232,0.9045379078714166,1.0,1.0,2026-06-21T07:06:43
2a,5,0,smooth_tchebycheff,0.0006,0.99,32,0.05,10000,1.0,100000,128,500000,0.05,123.96053683498243,0.6563634718521951,0.9230769230769231,1.0,2026-06-21T07:21:16
2a,3,0,smooth_tchebycheff,0.0003,0.95,128,0.05,100000,1.0,100000,128,1000000,0.05,179.3313317797587,0.9495484494031556,1.0,0.9861963190184049,2026-06-21T08:23:48
2a,8,0,smooth_tchebycheff,0.0003,0.99,256,0.005,10000,1.0,100000,128,500000,0.01,53.615003207164285,0.2838881675324419,0.46153846153846156,0.9261434217955957,2026-06-21T08:27:34
2a,7,0,smooth_tchebycheff,0.0006,0.95,256,0.001,10000,1.0,100000,256,500000,0.01,155.1722739957056,0.8216277139119238,0.5384615384615384,0.9600974075778496,2026-06-21T09:06:40
2a,6,0,smooth_tchebycheff,0.0001,0.99,128,0.001,10000,0.5,200000,256,1000000,0.001,157.02512698636505,0.8314384573374698,0.6153846153846154,0.9939209164818917,2026-06-21T09:37:06
2a,11,0,smooth_tchebycheff,0.001,0.99,256,0.005,10000,1.0,200000,128,500000,0.1,88.188224195714,0.4669512611633311,0.38461538461538464,0.7701190905810176,2026-06-21T09:46:32
2a,9,0,smooth_tchebycheff,0.001,0.99,128,0.005,10000,1.0,100000,256,1000000,0.001,129.70936109944412,0.686803145232388,0.8461538461538461,0.7481961646795542,2026-06-21T09:57:59
2a,13,0,smooth_tchebycheff,0.0006,0.99,64,0.005,100000,0.5,100000,128,500000,0.001,152.30451262673625,0.8064430926071124,0.7692307692307693,0.996951219512195,2026-06-21T10:24:25
2a,10,0,smooth_tchebycheff,0.0001,0.99,256,0.001,10000,0.8,200000,256,500000,0.001,139.48454872295108,0.7385621666951038,0.9230769230769231,0.9838709677419353,2026-06-21T10:26:24
2a,15,0,smooth_tchebycheff,0.0003,0.95,32,0.005,10000,0.5,100000,128,1000000,0.01,163.22703685549394,0.8642771913229057,1.0,1.0,2026-06-21T11:06:48
2a,17,0,smooth_tchebycheff,0.001,0.99,128,0.01,10000,1.0,200000,128,500000,0.01,31.846301088582234,0.16862421930277807,0.6153846153846154,0.9470858895705521,2026-06-21T11:22:47
2a,12,0,smooth_tchebycheff,0.001,0.99,128,0.005,50000,0.5,200000,256,1000000,0.1,143.14112772620686,0.7579235291977022,0.6923076923076923,0.996951219512195,2026-06-21T11:58:51
2a,14,0,smooth_tchebycheff,0.0001,0.95,128,0.01,50000,1.0,100000,256,1000000,0.1,153.67758299865832,0.8137134163683905,0.8461538461538461,0.99296875,2026-06-21T12:28:51
2a,19,0,smooth_tchebycheff,0.0001,0.95,64,0.05,50000,1.0,200000,128,1000000,0.001,168.0114457276448,0.8896103441009209,0.9230769230769231,1.0,2026-06-21T12:52:56
2a,18,0,smooth_tchebycheff,0.0003,0.95,256,0.01,10000,0.5,200000,256,500000,0.1,163.87088876866463,0.8676863478809317,0.6153846153846154,0.9851562499999996,2026-06-21T13:04:35
2a,16,0,smooth_tchebycheff,0.0006,0.99,256,0.01,50000,0.5,200000,128,1000000,0.05,156.4888278441614,0.828598786133103,0.7692307692307693,0.987767469699237,2026-06-21T13:16:15
