problem,trial,seed,scalarization,lr,gamma,batch_size,tau,buffer_size,epsilon_start,epsilon_decay,hidden_size,total_steps,smoothness,hypervolume,normalized_hv,percent_non_dominated,ordering_score,timestamp
4b,0,0,smooth_tchebycheff,0.001,0.99,32,0.01,100000,0.8,200000,256,1000000,0.05,400172.37032117776,0.9008402092223227,0.4351648351648352,0.8684035478416458,2026-06-23T00:12:04
4b,2,0,smooth_tchebycheff,0.0001,0.95,32,0.01,10000,1.0,200000,256,500000,0.001,308596.0300122504,0.6946899207916201,0.2895604395604396,0.7353227305841707,2026-06-23T00:13:22
4b,4,0,smooth_tchebycheff,0.0003,0.99,32,0.05,50000,0.5,100000,128,500000,0.1,390138.14020167466,0.8782518482293254,0.43626373626373627,0.7889172990292396,2026-06-23T00:22:33
4b,1,0,smooth_tchebycheff,0.0003,0.95,128,0.001,50000,0.8,200000,256,500000,0.001,266844.4946784123,0.6007017681480453,0.37032967032967035,0.8698731907286192,2026-06-23T00:32:59
4b,5,0,smooth_tchebycheff,0.0006,0.99,32,0.05,10000,1.0,100000,128,500000,0.05,359545.0765223571,0.8093828709345936,0.3148351648351648,0.9066409302803418,2026-06-23T00:47:09
4b,3,0,smooth_tchebycheff,0.0003,0.95,128,0.05,100000,1.0,100000,128,1000000,0.05,374761.4291859388,0.8436368657970074,0.46373626373626375,0.9407278504511126,2026-06-23T01:52:06
4b,8,0,smooth_tchebycheff,0.0003,0.99,256,0.005,10000,1.0,100000,128,500000,0.01,219015.6249266376,0.49303274292405247,0.19230769230769232,0.8029728975964777,2026-06-23T01:54:59
4b,7,0,smooth_tchebycheff,0.0006,0.95,256,0.001,10000,1.0,100000,256,500000,0.01,143307.88485653748,0.3226047437352016,0.2,0.6712529802296002,2026-06-23T02:27:33
4b,6,0,smooth_tchebycheff,0.0001,0.99,128,0.001,10000,0.5,200000,256,1000000,0.001,328605.42195109004,0.7397336723283109,0.20164835164835165,0.9311978559195261,2026-06-23T02:56:57
4b,11,0,smooth_tchebycheff,0.001,0.99,256,0.005,10000,1.0,200000,128,500000,0.1,144451.0207878729,0.3251780918419868,0.2423076923076923,0.7127892737754287,2026-06-23T03:16:35
4b,9,0,smooth_tchebycheff,0.001,0.99,128,0.005,10000,1.0,100000,256,1000000,0.001,184142.18412673273,0.4145280783434503,0.2434065934065934,0.827174593441386,2026-06-23T03:30:17
4b,13,0,smooth_tchebycheff,0.0006,0.99,64,0.005,100000,0.5,100000,128,500000,0.001,393375.8075638527,0.8855402598245485,0.29010989010989013,0.8220333268801825,2026-06-23T03:45:18
4b,10,0,smooth_tchebycheff,0.0001,0.99,256,0.001,10000,0.8,200000,256,500000,0.001,99752.29260128863,0.22455542361715025,0.11208791208791209,0.7706625340657162,2026-06-23T04:00:57
4b,15,0,smooth_tchebycheff,0.0003,0.95,32,0.005,10000,0.5,100000,128,1000000,0.01,318949.3369253696,0.7179965652715266,0.3648351648351648,0.9158326301697671,2026-06-23T04:38:31
4b,17,0,smooth_tchebycheff,0.001,0.99,128,0.01,10000,1.0,200000,128,500000,0.01,176757.71304697564,0.3979046706175608,0.2230769230769231,0.7160084087643972,2026-06-23T04:59:18
4b,12,0,smooth_tchebycheff,0.001,0.99,128,0.005,50000,0.5,200000,256,1000000,0.1,281538.40005703905,0.6337796660172843,0.32252747252747255,0.6733558938589378,2026-06-23T05:21:06
4b,14,0,smooth_tchebycheff,0.0001,0.95,128,0.01,50000,1.0,100000,256,1000000,0.1,394347.95991413144,0.8877287015850783,0.5131868131868131,0.8780922894668496,2026-06-23T06:05:26
4b,19,0,smooth_tchebycheff,0.0001,0.95,64,0.05,50000,1.0,200000,128,1000000,0.001,290167.4974145745,0.6532048898595078,0.32967032967032966,0.9220203268382448,2026-06-23T06:29:24
4b,18,0,smooth_tchebycheff,0.0003,0.95,256,0.01,10000,0.5,200000,256,500000,0.1,138014.26452270572,0.31068811379584527,0.30934065934065935,0.8708164177205733,2026-06-23T06:40:15
4b,16,0,smooth_tchebycheff,0.0006,0.99,256,0.01,50000,0.5,200000,128,1000000,0.05,240725.3577009593,0.5419041834957348,0.17637362637362639,0.8546401508133457,2026-06-23T06:40:33
