env_name,hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,total_timesteps,wandb_run_name
problem_0,443.44769822319495,0.9893416457125384,1.0,1.0,0,0.2266050428620163,0.0054618806457684,5.341764167717242e-05,20,2048,smooth_tchebycheff,42,0.0190414056698512,0.0134512810628294,200000,morning-sweep-28
problem_1a,190.69288962270124,0.8988561724217172,0.7777777777777778,0.8995690304125263,0,0.14883491382189,0.0998128803564572,9.383349799115234e-05,20,2048,smooth_tchebycheff,42,0.0762661124956977,0.0112097023491569,200000,proud-sweep-37
problem_1b,62.26620307207005,0.7739018077812673,1.0,0.967013888888889,0,0.0872684119785699,0.0034058729051488,9.897950949399806e-05,20,2048,smooth_tchebycheff,42,0.0733333662272275,0.0156189898631832,200000,charmed-sweep-16
problem_1c,1.3146192057259751,0.6777628110271227,0.6666666666666666,0.9408023049645392,0,0.1819730555160493,0.1574747525641481,6.250395729846979e-05,20,2048,smooth_tchebycheff,42,0.058275208563247,0.0247864548559784,200000,exalted-sweep-9
problem_2a,174.61753268941155,0.9245891711074128,1.0,1.0,0,0.1420785964010699,0.0020414565608588,3.489707201132105e-05,20,2048,smooth_tchebycheff,42,0.0147092447394647,0.009680963995183,200000,misunderstood-sweep-44
problem_2b,211.22178006133444,0.7623960320881439,0.6666666666666666,0.9583333333333331,0,0.0669448729638026,0.0197994142210764,6.819163368367117e-05,20,2048,smooth_tchebycheff,42,0.0251222110123332,0.0264023083025044,200000,fine-sweep-18
problem_2c,275.6652554684944,0.8335685037733437,0.5555555555555556,0.9423808892592034,0,0.2949477008396939,0.0289880986522899,4.530117604734148e-05,20,2048,smooth_tchebycheff,42,0.0676088207380621,0.020526783192317,200000,quiet-sweep-30
problem_3a,34926.32420741786,0.7371594482851513,0.3191919191919192,0.8951181690168662,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,42,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3b,231.21525515431605,0.3572761346415185,0.0767676767676767,0.897499730917955,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,42,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_4a,36.64922597227239,0.898871478477564,0.0404040404040404,0.7663794748809579,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,42,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4b,341114.9171228569,0.7678941778593532,0.4282828282828282,0.6896647180428603,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,42,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_5a,2311.666721796585,0.5752713787830002,0.7555555555555555,0.9609518487573872,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,42,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5b,2415.436191883065,0.9643712388833956,0.1777777777777777,0.8957913787461825,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,42,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5c,60716.93880319376,0.9791601327868052,0.1333333333333333,0.6071552019962869,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,42,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5d,98644.78311963905,0.674583354132662,0.1252525252525252,0.7824061177468985,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,42,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5e,329454.5874157607,0.7255491437264463,0.1333333333333333,0.7498523077398641,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,42,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
