hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,env_name,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,total_timesteps,wandb_run_name
17.650910450182792,0.4329122799164848,0.024242424242424242,0.9027698412698413,0,0.268352646005628,0.035773458554017194,problem_4a,8.076613064134357e-05,20,2048,smooth_tchebycheff,42,0.007753191817399252,0.01486839718604892,200000,royal-sweep-2
15.356456094815663,0.37663770592497686,0.00202020202020202,0.6616662376979882,0,0.10284037484214192,0.16348358834489898,problem_4a,6.843318837120721e-05,20,2048,smooth_tchebycheff,42,0.03865751161042666,0.021120932487916307,200000,decent-sweep-5
26.6073880734308,0.6525819201225582,0.030303030303030304,0.8562514033706694,0,0.09308991124270656,0.01786852715478775,problem_4a,4.9821130853530535e-05,20,2048,smooth_tchebycheff,42,0.01033531299655236,0.009338040414585889,200000,splendid-sweep-3
26.547191090677327,0.6511055082897833,0.12121212121212122,0.8361883647441988,0,0.06350792122630351,0.006658350376567657,problem_4a,8.608456481006043e-05,20,2048,smooth_tchebycheff,42,0.051878002544861135,0.025503322005097195,200000,rare-sweep-4
24.95647346397314,0.6120910225258086,0.03232323232323232,0.6577654846809022,0,0.08584201554301661,0.11325531522214792,problem_4a,6.450272546505665e-05,20,2048,smooth_tchebycheff,42,0.09113984020444536,0.02673721240861624,200000,lucky-sweep-1
19.14031593041562,0.4694419492492655,0.006060606060606061,0.8247284054362486,0,0.26076747743533935,0.01544874246367487,problem_4a,7.40762815360735e-05,20,2048,smooth_tchebycheff,42,0.013468985934700218,0.01555157318447856,200000,classic-sweep-7
13.062265854002515,0.32036960969755063,0.04242424242424243,0.6701654836600666,0,0.06239732863256674,0.15155650628192682,problem_4a,7.406683439038192e-05,20,2048,smooth_tchebycheff,42,0.08912717112682375,0.018947748982506757,200000,stellar-sweep-6
19.14031593041562,0.4694419492492655,0.014141414141414142,0.9464115612519868,0,0.26003959807236227,0.031842350984977834,problem_4a,6.869964438970104e-05,20,2048,smooth_tchebycheff,42,0.08871314297578885,0.015041036481213996,200000,astral-sweep-10
26.349024618942074,0.6462452094783401,0.01818181818181818,0.9113148148148147,0,0.08976883135872617,0.04460101220477735,problem_4a,4.880281492573556e-05,20,2048,smooth_tchebycheff,42,0.021160781353447174,0.008080809684893811,200000,hardy-sweep-8
27.97762793258213,0.6861888925862082,0.050505050505050504,0.8453492063492064,0,0.11241454989262116,0.01792020257009417,problem_4a,4.109387154796292e-05,20,2048,smooth_tchebycheff,42,0.01981608379608354,0.012141935217006449,200000,devoted-sweep-9
